정류장아이디,정류장 명칭,정류장 유형,중앙차로 여부,노드영문명,lat,lon,수집일시,단축아이디,도시코드,도시명
JJB381235019,진주시청입구,1,N,,35.18031,128.10681,2021-09-16 5:02,35019,38030,진주시
JJB381235020,연암도서관입구,1,N,,35.18157,128.10444,2021-09-16 5:02,35020,38030,진주시
JJB381235021,연암도서관입구,1,N,,35.18175,128.10428,2021-09-16 5:02,35021,38030,진주시
JJB381235022,연암도서관,1,N,,35.18264,128.10325,2021-09-16 5:02,35022,38030,진주시
JJB381235023,연암도서관,1,N,,35.18257,128.10311,2021-09-16 5:02,35023,38030,진주시
JJB381235024,청락원,1,N,,35.18494,128.10198,2021-09-16 5:02,35024,38030,진주시
JJB381235025,남강초등학교,1,N,,35.18245,128.10752,2021-09-16 5:02,35025,38030,진주시
JJB381235026,남강초등학교,1,N,,35.18263,128.10755,2021-09-16 5:02,35026,38030,진주시
JJB381235027,남강초등학교앞,1,N,,35.18328,128.11052,2021-09-16 5:02,35027,38030,진주시
JJB381235028,모덕로오거리,1,N,,35.18362,128.11151,2021-09-16 5:02,35028,38030,진주시
JJB381235029,모덕로오거리,1,N,,35.18442,128.11238,2021-09-16 5:02,35029,38030,진주시
JJB381235030,상대현대아파트,1,N,,35.1866,128.11479,2021-09-16 5:02,35030,38030,진주시
JJB381235031,상대현대아파트,1,N,,35.18733,128.11545,2021-09-16 5:02,35031,38030,진주시
JJB381235032,kt동진주지점,1,N,,35.18199,128.11747,2021-09-16 5:02,35032,38030,진주시
JJB381235033,kt동진주지점,1,N,,35.18308,128.11713,2021-09-16 5:02,35033,38030,진주시
JJB381235034,동부시장,1,N,,35.18574,128.11722,2021-09-16 5:02,35034,38030,진주시
JJB381235035,동부시장,1,N,,35.18552,128.11697,2021-09-16 5:02,35035,38030,진주시
JJB381235036,동부농협/홈플러스,1,N,,35.18687,128.11688,2021-09-16 5:02,35036,38030,진주시
JJB381235037,화물터미널,1,N,,35.18191,128.1227,2021-09-16 5:02,35037,38030,진주시
JJB381235038,화물터미널,1,N,,35.18197,128.12254,2021-09-16 5:02,35038,38030,진주시
JJB381235041,공단시장,1,N,,35.1843,128.12018,2021-09-16 5:02,35041,38030,진주시
JJB381235043,경남예식장,1,N,,35.17899,128.11741,2021-09-16 5:02,35043,38030,진주시
JJB381235044,남강카누빌,1,Y,,35.18168,128.09988,2021-09-16 5:02,35044,38030,진주시
JJB381235047,벤츠전시장,1,N,,35.18181,128.10132,2021-09-16 5:02,35047,38030,진주시
JJB381235048,벤츠전시장,1,N,,35.18167,128.10096,2021-09-16 5:02,35048,38030,진주시
JJB381235049,새심천탕,1,Y,,35.18524,128.11383,2021-09-16 5:02,35049,38030,진주시
JJB381235050,삼현여자중고등학교,1,Y,,35.1777,128.11242,2021-09-16 5:02,35050,38030,진주시
JJB381235051,삼현여자중고등학교,1,Y,,35.1774,128.11227,2021-09-16 5:02,35051,38030,진주시
JJB381236001,도동초등학교,1,N,,35.18898,128.11675,2021-09-16 5:02,36001,38030,진주시
JJB381236002,도동초등학교,1,N,,35.18921,128.11701,2021-09-16 5:02,36002,38030,진주시
JJB381236003,선학사거리/제일여자고등학교,1,N,,35.19252,128.1168,2021-09-16 5:02,36003,38030,진주시
JJB381236004,선학사거리/제일여자고등학교,1,N,,35.19243,128.11654,2021-09-16 5:02,36004,38030,진주시
JJB381236005,말티삼거리,1,N,,35.19568,128.11636,2021-09-16 5:02,36005,38030,진주시
JJB381236006,말티삼거리,1,N,,35.19588,128.11661,2021-09-16 5:02,36006,38030,진주시
JJB381236007,상대주공아파트,1,N,,35.1849,128.12234,2021-09-16 5:02,36007,38030,진주시
JJB381236008,상대주공아파트,1,N,,35.18491,128.12249,2021-09-16 5:02,36008,38030,진주시
JJB381236009,진명여자중학교/동진초등학교,1,N,,35.18695,128.12221,2021-09-16 5:02,36009,38030,진주시
JJB381236010,진명여자중학교/동진초등학교,1,N,,35.18699,128.12237,2021-09-16 5:02,36010,38030,진주시
JJB381236011,구.35번종점,1,N,,35.18825,128.12212,2021-09-16 5:02,36011,38030,진주시
JJB381236012,구.35번종점,1,N,,35.18821,128.12228,2021-09-16 5:02,36012,38030,진주시
JJB381236013,하대탑마트,1,N,,35.19262,128.12198,2021-09-16 5:02,36013,38030,진주시
JJB381236014,하대탑마트,1,N,,35.19235,128.12184,2021-09-16 5:02,36014,38030,진주시
JJB381236017,삼전아파트,1,N,,35.19154,128.12838,2021-09-16 5:02,36017,38030,진주시
JJB381236018,삼전아파트,1,N,,35.19139,128.12818,2021-09-16 5:02,36018,38030,진주시
JJB381236021,하대대림아파트,1,N,,35.19371,128.12815,2021-09-16 5:02,36021,38030,진주시
JJB381236022,하대대림아파트,1,N,,35.19418,128.12788,2021-09-16 5:02,36022,38030,진주시
JJB381236023,공단시장,1,N,,35.18445,128.12001,2021-09-16 5:02,36023,38030,진주시
JJB381236025,진주중앙중학교,1,N,,35.18891,128.12499,2021-09-16 5:02,36025,38030,진주시
JJB381236026,진주중앙중학교,1,N,,35.18902,128.12457,2021-09-16 5:02,36026,38030,진주시
JJB381236027,폴리텍대학/하대동행정복지센터,1,N,,35.18904,128.12729,2021-09-16 5:02,36027,38030,진주시
JJB381236028,폴리텍대학/하대동행정복지센터,1,N,,35.18916,128.12646,2021-09-16 5:02,36028,38030,진주시
JJB381236029,진주중앙고등학교,1,N,,35.19295,128.11869,2021-09-16 5:02,36029,38030,진주시
JJB381101058,구.문산역/문산행복주택,1,N,,35.16515,128.16162,2021-09-16 5:02,1058,38030,진주시
JJB381101059,문산성당,1,N,,35.16882,128.16951,2021-09-16 5:02,1059,38030,진주시
JJB381101060,문산성당,1,N,,35.16897,128.16976,2021-09-16 5:02,1060,38030,진주시
JJB381101061,부동,1,N,,35.17118,128.17537,2021-09-16 5:02,1061,38030,진주시
JJB381101062,부동,1,N,,35.17134,128.17586,2021-09-16 5:02,1062,38030,진주시
JJB381101063,우경레미콘,1,N,,35.1691,128.18988,2021-09-16 5:02,1063,38030,진주시
JJB381101064,우경레미콘,1,N,,35.16927,128.18968,2021-09-16 5:02,1064,38030,진주시
JJB381101066,그린빌라,1,N,,35.17078,128.19916,2021-09-16 5:02,1066,38030,진주시
JJB381101067,법륜골,1,N,,35.16998,128.21018,2021-09-16 5:02,1067,38030,진주시
JJB381101068,동방,1,N,,35.13874,128.19173,2021-09-16 5:02,1068,38030,진주시
JJB381101069,안전,1,N,,35.14187,128.19893,2021-09-16 5:02,1069,38030,진주시
JJB381101070,안전,1,N,,35.14186,128.19862,2021-09-16 5:02,1070,38030,진주시
JJB381101071,송정회관,1,N,,35.14333,128.22006,2021-09-16 5:02,1071,38030,진주시
JJB381101073,정동입구,1,N,,35.16134,128.13941,2021-09-16 5:02,1073,38030,진주시
JJB381101074,시아골,1,N,,35.15887,128.14525,2021-09-16 5:02,1074,38030,진주시
JJB381101075,시아골,1,N,,35.15876,128.14543,2021-09-16 5:02,1075,38030,진주시
JJB381101076,신촌입구,1,N,,35.16092,128.15,2021-09-16 5:02,1076,38030,진주시
JJB381101077,신촌입구,1,N,,35.16107,128.15058,2021-09-16 5:02,1077,38030,진주시
JJB381101078,신촌,1,N,,35.15966,128.15115,2021-09-16 5:02,1078,38030,진주시
JJB381101079,동물소류지,1,N,,35.14426,128.15356,2021-09-16 5:02,1079,38030,진주시
JJB381101080,어수,1,N,,35.148,128.1663,2021-09-16 5:02,1080,38030,진주시
JJB381101081,제곡입구,1,N,,35.15581,128.17359,2021-09-16 5:02,1081,38030,진주시
JJB381101082,진주노인요양병원,1,N,,35.15302,128.17518,2021-09-16 5:02,1082,38030,진주시
JJB381101083,진주노인요양병원,1,N,,35.15309,128.17511,2021-09-16 5:02,1083,38030,진주시
JJB381101084,법륜골,1,N,,35.16986,128.21031,2021-09-16 5:02,1084,38030,진주시
JJB381101085,안전경로회관,1,N,,35.14576,128.20331,2021-09-16 5:02,1085,38030,진주시
JJB381101086,안전경로회관,1,N,,35.14575,128.20345,2021-09-16 5:02,1086,38030,진주시
JJB381101087,동방,1,N,,35.13841,128.19171,2021-09-16 5:02,1087,38030,진주시
JJB381101088,송정,1,N,,35.14373,128.21868,2021-09-16 5:02,1088,38030,진주시
JJB381101089,신안현대아파트,1,N,,35.18488,128.07192,2021-09-16 5:02,1089,38030,진주시
JJB381101090,죽봉,1,Y,,35.14005,128.12205,2021-09-16 5:02,1090,38030,진주시
JJB381101091,죽봉,1,Y,,35.14005,128.12212,2021-09-16 5:02,1091,38030,진주시
JJB381101092,반성터미널,1,Y,,35.17205,128.27575,2021-09-16 5:02,1092,38030,진주시
JJB381101093,용암,1,Y,,35.16573,128.33235,2021-09-16 5:02,1093,38030,진주시
JJB381101094,대사,1,Y,,35.14619,128.25098,2021-09-16 5:02,1094,38030,진주시
JJB381101095,백암,1,N,,35.1431,128.25591,2021-09-16 5:02,1095,38030,진주시
JJB381101098,계리,1,Y,,35.13496,128.16301,2021-09-16 5:02,1098,38030,진주시
JJB381101099,이곡,1,Y,,35.14861,128.1805,2021-09-16 5:02,1099,38030,진주시
JJB381101105,오죽광장/국제빌딩,1,Y,,35.19391,128.07056,2021-09-16 5:02,1105,38030,진주시
JJB381101106,원촌,1,Y,,35.16285,128.1377,2021-09-16 5:02,1106,38030,진주시
JJB381101107,원촌,1,Y,,35.16298,128.13788,2021-09-16 5:02,1107,38030,진주시
JJB381101108,정동입구,1,Y,,35.16152,128.13952,2021-09-16 5:02,1108,38030,진주시
JJB381101109,공군교육사령부후문,1,Y,,35.20665,128.15029,2021-09-16 5:02,1109,38030,진주시
JJB381101111,한국국제대,1,Y,,35.17021,128.20248,2021-09-16 5:02,1111,38030,진주시
JJB381101112,한국국제대,1,Y,,35.17027,128.2025,2021-09-16 5:02,1112,38030,진주시
JJB381101115,죽봉입구,1,Y,,35.14735,128.12919,2021-09-16 5:02,1115,38030,진주시
JJB381101116,죽봉입구,1,Y,,35.14741,128.12928,2021-09-16 5:02,1116,38030,진주시
JJB381101117,진주역철길밑,1,Y,,35.15141,128.12399,2021-09-16 5:02,1117,38030,진주시
JJB381101118,진주역철길밑,1,Y,,35.15125,128.12458,2021-09-16 5:02,1118,38030,진주시
JJB381101120,문산농협로컬푸드,1,Y,,35.16329,128.16464,2021-09-16 5:02,1120,38030,진주시
JJB381101121,문산농협로컬푸드,1,Y,,35.16337,128.16454,2021-09-16 5:02,1121,38030,진주시
JJB381101122,어수,1,Y,,35.14814,128.16726,2021-09-16 5:02,1122,38030,진주시
JJB381101123,송곡마을입구,1,Y,,35.13351,128.18746,2021-09-16 5:02,1123,38030,진주시
JJB381101124,송곡입구삼거리,1,Y,,35.13358,128.1877,2021-09-16 5:02,1124,38030,진주시
JJB381101125,문산IC영업소,1,Y,,35.17412,128.159,2021-09-16 5:02,1125,38030,진주시
JJB381101126,부흥교차로,1,Y,,35.21623,128.10973,2021-09-16 5:02,1126,38030,진주시
JJB381101264,v_busstop,8,N,,35.15345,128.05611,2021-09-16 5:02,0,38030,진주시
JJB381101284,오미,1,N,,35.23997,127.99821,2021-09-16 5:02,14019,38030,진주시
JJB381102001,내동초등학교/남강휴먼빌,1,N,,35.16346,128.0677,2021-09-16 5:02,2001,38030,진주시
JJB381102002,내동초등학교/남강휴먼빌,1,N,,35.16336,128.06737,2021-09-16 5:02,2002,38030,진주시
JJB381102003,내동면사무소,1,N,,35.1604,128.06905,2021-09-16 5:02,2003,38030,진주시
JJB381102004,내동면사무소,1,N,,35.16065,128.06916,2021-09-16 5:02,2004,38030,진주시
JJB381102005,내동교차로,1,N,,35.15891,128.06999,2021-09-16 5:02,2005,38030,진주시
JJB381102006,내동교차로,1,N,,35.15915,128.06963,2021-09-16 5:02,2006,38030,진주시
JJB381102010,조고개,1,N,,35.15543,128.08101,2021-09-16 5:02,2010,38030,진주시
JJB381102011,조고개,1,N,,35.15537,128.0828,2021-09-16 5:02,2011,38030,진주시
JJB381102016,율곡입구,1,N,,35.14895,128.09446,2021-09-16 5:02,2016,38030,진주시
JJB381102017,율곡입구,1,N,,35.14885,128.0945,2021-09-16 5:02,2017,38030,진주시
JJB381102019,산강입구,1,N,,35.15515,128.06512,2021-09-16 5:02,2019,38030,진주시
JJB381102021,산강종점,1,N,,35.1403,128.05873,2021-09-16 5:02,2021,38030,진주시
JJB381102022,산기회관,1,N,,35.15405,128.05111,2021-09-16 5:02,2022,38030,진주시
JJB381102023,산기회관,1,N,,35.15393,128.05115,2021-09-16 5:02,2023,38030,진주시
JJB381102024,성일목장,1,N,,35.1547,128.04068,2021-09-16 5:02,2024,38030,진주시
JJB381102025,성일목장,1,N,,35.15462,128.04079,2021-09-16 5:02,2025,38030,진주시
JJB381102027,삼계,1,N,,35.15366,128.03484,2021-09-16 5:02,2027,38030,진주시
JJB381102028,삼계,1,N,,35.15327,128.03471,2021-09-16 5:02,2028,38030,진주시
JJB381102029,양옥,1,N,,35.15163,128.03295,2021-09-16 5:02,2029,38030,진주시
JJB381102030,양옥,1,N,,35.15176,128.0328,2021-09-16 5:02,2030,38030,진주시
JJB381102031,배양,1,N,,35.14119,128.02749,2021-09-16 5:02,2031,38030,진주시
JJB381102032,배양,1,N,,35.14238,128.02685,2021-09-16 5:02,2032,38030,진주시
JJB381102033,신광,1,N,,35.13976,128.02628,2021-09-16 5:02,2033,38030,진주시
JJB381102034,신광,1,N,,35.13993,128.02657,2021-09-16 5:02,2034,38030,진주시
JJB381102035,내평회관입구,1,N,,35.13868,128.02517,2021-09-16 5:02,2035,38030,진주시
JJB381102036,내평회관입구,1,N,,35.13852,128.02471,2021-09-16 5:02,2036,38030,진주시
JJB381102037,유수교,1,N,,35.13016,128.01922,2021-09-16 5:02,2037,38030,진주시
JJB381102038,유수교,1,N,,35.13028,128.01931,2021-09-16 5:02,2038,38030,진주시
JJB381102041,가호입구,1,N,,35.12515,128.01607,2021-09-16 5:02,2041,38030,진주시
JJB381102042,가호입구,1,N,,35.12485,128.01543,2021-09-16 5:02,2042,38030,진주시
JJB381102043,가호,1,N,,35.12589,128.01353,2021-09-16 5:02,2043,38030,진주시
JJB381102044,가호,1,N,,35.12583,128.01347,2021-09-16 5:02,2044,38030,진주시
JJB381236030,진주중앙고등학교,1,N,,35.19307,128.11846,2021-09-16 5:02,36030,38030,진주시
JJB381236031,선학초등학교,1,N,,35.19312,128.12299,2021-09-16 5:02,36031,38030,진주시
JJB381236032,선학초등학교,1,N,,35.19325,128.12285,2021-09-16 5:02,36032,38030,진주시
JJB381236033,하대현대아파트,1,N,,35.19332,128.12679,2021-09-16 5:02,36033,38030,진주시
JJB381236034,하대현대아파트,1,N,,35.19345,128.12673,2021-09-16 5:02,36034,38030,진주시
JJB381236035,하대대영/초전대림아파트,1,N,,35.19666,128.11296,2021-09-16 5:02,36035,38030,진주시
JJB381236036,하대탑마트앞,1,Y,,35.19318,128.12097,2021-09-16 5:02,36036,38030,진주시
JJB381236037,하대탑마트앞,1,Y,,35.19304,128.12125,2021-09-16 5:02,36037,38030,진주시
JJB381236038,안락공원입구,1,Y,,35.20218,128.10261,2021-09-16 5:02,36038,38030,진주시
JJB381237001,가람초등학교/대림아파트,1,N,,35.17484,128.10151,2021-09-16 5:02,37001,38030,진주시
JJB381237002,가람초등학교/대림아파트,1,N,,35.17498,128.10152,2021-09-16 5:02,37002,38030,진주시
JJB381237003,동일스위트아파트,1,N,,35.17509,128.10407,2021-09-16 5:02,37003,38030,진주시
JJB381237004,동일스위트아파트,1,N,,35.17495,128.10397,2021-09-16 5:02,37004,38030,진주시
JJB381237006,생활체육관,1,N,,35.17521,128.10667,2021-09-16 5:02,37006,38030,진주시
JJB381237009,자동차검사소,1,N,,35.1735,128.10744,2021-09-16 5:02,37009,38030,진주시
JJB381237010,자동차검사소,1,N,,35.17357,128.10727,2021-09-16 5:02,37010,38030,진주시
JJB381237011,동국1차아파트,1,N,,35.1709,128.10788,2021-09-16 5:02,37011,38030,진주시
JJB381237012,동국1차아파트,1,N,,35.17081,128.10785,2021-09-16 5:02,37012,38030,진주시
JJB381237013,동국2차아파트,1,N,,35.17101,128.11043,2021-09-16 5:02,37013,38030,진주시
JJB381237014,동국2차아파트,1,N,,35.17092,128.11032,2021-09-16 5:02,37014,38030,진주시
JJB381237015,원예농협,1,N,,35.17104,128.11307,2021-09-16 5:02,37015,38030,진주시
JJB381237016,원예농협,1,N,,35.17114,128.11305,2021-09-16 5:02,37016,38030,진주시
JJB381237017,청암프라자,1,N,,35.17125,128.11558,2021-09-16 5:02,37017,38030,진주시
JJB381237018,청암프라자,1,N,,35.17116,128.11555,2021-09-16 5:02,37018,38030,진주시
JJB381237019,구.한일병원앞,1,N,,35.17131,128.11888,2021-09-16 5:02,37019,38030,진주시
JJB381237020,구.한일병원앞,1,N,,35.17138,128.11859,2021-09-16 5:02,37020,38030,진주시
JJB381237021,아이에스동서,1,N,,35.17221,128.12336,2021-09-16 5:02,37021,38030,진주시
JJB381237022,아이에스동서,1,N,,35.17238,128.12317,2021-09-16 5:02,37022,38030,진주시
JJB381237023,카라스소프트,1,N,,35.17635,128.12308,2021-09-16 5:02,37023,38030,진주시
JJB381237024,카라스소프트,1,N,,35.17627,128.1229,2021-09-16 5:02,37024,38030,진주시
JJB381237025,구.한일병원,1,N,,35.17091,128.11796,2021-09-16 5:02,37025,38030,진주시
JJB381237026,구.한일병원,1,N,,35.17061,128.11826,2021-09-16 5:02,37026,38030,진주시
JJB381237027,신흥타이어,1,N,,35.17466,128.1177,2021-09-16 5:02,37027,38030,진주시
JJB381237028,신흥타이어,1,N,,35.17446,128.11799,2021-09-16 5:02,37028,38030,진주시
JJB381237029,구.삼삼주유소,1,N,,35.17651,128.11757,2021-09-16 5:02,37029,38030,진주시
JJB381237030,구.삼삼주유소,1,N,,35.1765,128.11784,2021-09-16 5:02,37030,38030,진주시
JJB381237031,생활체육관,1,Y,,35.17508,128.1067,2021-09-16 5:02,37031,38030,진주시
JJB381237032,김시민대교입구,1,Y,,35.17579,128.12362,2021-09-16 5:02,37032,38030,진주시
JJB381237033,김시민대교입구,1,Y,,35.17593,128.12166,2021-09-16 5:02,37033,38030,진주시
JJB381237034,진주아파트,1,Y,,35.17544,128.11495,2021-09-16 5:02,37034,38030,진주시
JJB381237035,진주아파트,1,Y,,35.17555,128.11451,2021-09-16 5:02,37035,38030,진주시
JJB381238001,하촌1,1,N,,35.21108,128.09814,2021-09-16 5:02,38001,38030,진주시
JJB381238002,하촌1,1,N,,35.21083,128.09859,2021-09-16 5:02,38002,38030,진주시
JJB381238003,구.대신주유소,1,N,,35.21065,128.10214,2021-09-16 5:02,38003,38030,진주시
JJB381238004,구.대신주유소,1,N,,35.21083,128.10203,2021-09-16 5:02,38004,38030,진주시
JJB381238005,장재실,1,N,,35.21623,128.10101,2021-09-16 5:02,38005,38030,진주시
JJB381238006,장재실,1,N,,35.21668,128.101,2021-09-16 5:02,38006,38030,진주시
JJB381238007,경남자동차고등학교,1,N,,35.21878,128.10088,2021-09-16 5:02,38007,38030,진주시
JJB381238008,경남자동차고등학교,1,N,,35.21906,128.10076,2021-09-16 5:02,38008,38030,진주시
JJB381238009,경남예술고등학교,1,N,,35.21541,128.1024,2021-09-16 5:02,38009,38030,진주시
JJB381238010,경남예술고등학교,1,N,,35.21536,128.10229,2021-09-16 5:02,38010,38030,진주시
JJB381238011,로컬푸드직매장,1,Y,,35.20985,128.10314,2021-09-16 5:02,38011,38030,진주시
JJB381238012,경남예술고등학교정문,1,Y,,35.21517,128.10436,2021-09-16 5:02,38012,38030,진주시
JJB381238013,경남예술고등학교정문,1,Y,,35.21498,128.10397,2021-09-16 5:02,38013,38030,진주시
JJB381239002,안락공원,1,N,,35.20072,128.10416,2021-09-16 5:02,39002,38030,진주시
JJB381239003,하대대영/초전대림아파트,1,N,,35.19681,128.11305,2021-09-16 5:02,39003,38030,진주시
JJB381239004,말티삼거리앞,1,N,,35.19636,128.11536,2021-09-16 5:02,39004,38030,진주시
JJB381239005,말티삼거리앞,1,N,,35.19619,128.11538,2021-09-16 5:02,39005,38030,진주시
JJB381239006,금성초등학교,1,N,,35.19856,128.11646,2021-09-16 5:02,39006,38030,진주시
JJB381239007,진주동명중고등학교,1,N,,35.20027,128.11608,2021-09-16 5:02,39007,38030,진주시
JJB381239008,진주동명중고등학교,1,N,,35.20063,128.11633,2021-09-16 5:02,39008,38030,진주시
JJB381239009,초장동행정복지센터,1,N,,35.20266,128.1159,2021-09-16 5:02,39009,38030,진주시
JJB381239010,초장동행정복지센터,1,N,,35.20383,128.11609,2021-09-16 5:02,39010,38030,진주시
JJB381239011,초북사거리,1,N,,35.20802,128.11552,2021-09-16 5:02,39011,38030,진주시
JJB381239012,초북사거리,1,N,,35.20835,128.11575,2021-09-16 5:02,39012,38030,진주시
JJB381239013,농업기술원,1,N,,35.21114,128.11535,2021-09-16 5:02,39013,38030,진주시
JJB381239014,농업기술원,1,N,,35.21035,128.11561,2021-09-16 5:02,39014,38030,진주시
JJB381239015,명신고등학교,1,N,,35.21404,128.11281,2021-09-16 5:02,39015,38030,진주시
JJB381239017,경남서부보훈지청,1,N,,35.21251,128.11661,2021-09-16 5:02,39017,38030,진주시
JJB381239018,경남서부보훈지청,1,N,,35.21239,128.11708,2021-09-16 5:02,39018,38030,진주시
JJB381239019,경남서부청사/보건소,1,N,,35.21244,128.12231,2021-09-16 5:02,39019,38030,진주시
JJB381239020,경남서부청사/보건소,1,N,,35.21259,128.12158,2021-09-16 5:02,39020,38030,진주시
JJB381239023,구.초전주유소,1,N,,35.20924,128.1235,2021-09-16 5:02,39023,38030,진주시
JJB381239024,구.초전주유소,1,N,,35.20907,128.12319,2021-09-16 5:02,39024,38030,진주시
JJB381239025,농산물도매시장/산업인력공단,1,N,,35.21147,128.12398,2021-09-16 5:02,39025,38030,진주시
JJB381239027,초전공원,1,N,,35.20389,128.12719,2021-09-16 5:02,39027,38030,진주시
JJB381239028,초전공원,1,N,,35.20403,128.12695,2021-09-16 5:02,39028,38030,진주시
JJB381239029,실내체육관/수영장,1,N,,35.20811,128.12616,2021-09-16 5:02,39029,38030,진주시
JJB381239030,실내체육관/수영장,1,N,,35.20954,128.12595,2021-09-16 5:02,39030,38030,진주시
JJB381239031,명신고등학교,1,N,,35.21441,128.11263,2021-09-16 5:02,39031,38030,진주시
JJB381239032,힐스테이트초전,1,Y,,35.21216,128.10638,2021-09-16 5:02,39032,38030,진주시
JJB381239033,힐스테이트초전,1,Y,,35.21225,128.10624,2021-09-16 5:02,39033,38030,진주시
JJB381102045,가호경로당,1,N,,35.12727,128.01187,2021-09-16 5:02,2045,38030,진주시
JJB381102046,가호경로당,1,N,,35.12727,128.01199,2021-09-16 5:02,2046,38030,진주시
JJB381102047,정동,1,N,,35.13273,128.01897,2021-09-16 5:02,2047,38030,진주시
JJB381102048,정동교차로,1,N,,35.13416,128.01647,2021-09-16 5:02,2048,38030,진주시
JJB381102049,솔티,1,N,,35.1391,128.00639,2021-09-16 5:02,2049,38030,진주시
JJB381102050,솔티,1,N,,35.13903,128.00632,2021-09-16 5:02,2050,38030,진주시
JJB381102051,유동회관,1,N,,35.12637,128.03142,2021-09-16 5:02,2051,38030,진주시
JJB381102052,유동회관,1,N,,35.1263,128.03137,2021-09-16 5:02,2052,38030,진주시
JJB381102053,유동,1,N,,35.12503,128.03942,2021-09-16 5:02,2053,38030,진주시
JJB381102054,유동,1,N,,35.12513,128.03946,2021-09-16 5:02,2054,38030,진주시
JJB381102055,유동종점,1,N,,35.12597,128.03958,2021-09-16 5:02,2055,38030,진주시
JJB381102058,무지개동산,1,N,,35.16012,128.03125,2021-09-16 5:02,2058,38030,진주시
JJB381102060,애양골입구,1,N,,35.14464,128.03302,2021-09-16 5:02,2060,38030,진주시
JJB381102061,애양골입구,1,N,,35.14464,128.03314,2021-09-16 5:02,2061,38030,진주시
JJB381102062,시흥골,1,N,,35.1415,128.02975,2021-09-16 5:02,2062,38030,진주시
JJB381102063,시흥골,1,N,,35.14145,128.02995,2021-09-16 5:02,2063,38030,진주시
JJB381102064,신광회관입구,1,N,,35.13908,128.02859,2021-09-16 5:02,2064,38030,진주시
JJB381102065,신광회관입구,1,N,,35.13904,128.02869,2021-09-16 5:02,2065,38030,진주시
JJB381102069,산강,1,N,,35.14574,128.06212,2021-09-16 5:02,2069,38030,진주시
JJB381102070,산강,1,N,,35.1457,128.062,2021-09-16 5:02,2070,38030,진주시
JJB381102071,산강회관,1,N,,35.14407,128.06063,2021-09-16 5:02,2071,38030,진주시
JJB381102072,산강회관,1,N,,35.14409,128.06049,2021-09-16 5:02,2072,38030,진주시
JJB381102073,유수,1,N,,35.12871,128.02367,2021-09-16 5:02,2073,38030,진주시
JJB381102074,유수,1,N,,35.12884,128.02359,2021-09-16 5:02,2074,38030,진주시
JJB381102075,무지개동산,1,N,,35.16027,128.03105,2021-09-16 5:02,2075,38030,진주시
JJB381102077,내평,1,N,,35.13696,128.0234,2021-09-16 5:02,2077,38030,진주시
JJB381102078,내평,1,N,,35.13659,128.0234,2021-09-16 5:02,2078,38030,진주시
JJB381102079,정동,1,N,,35.13259,128.01913,2021-09-16 5:02,2079,38030,진주시
JJB381102080,가호1,1,N,,35.12912,128.01039,2021-09-16 5:02,2080,38030,진주시
JJB381102081,가호1,1,N,,35.12909,128.01031,2021-09-16 5:02,2081,38030,진주시
JJB381102082,산강,1,N,,35.14024,128.05883,2021-09-16 5:02,2082,38030,진주시
JJB381102087,공영차고지,1,Y,,35.15403,128.08522,2021-09-16 5:02,2087,38030,진주시
JJB381102088,공영차고지,1,Y,,35.15392,128.08513,2021-09-16 5:02,2088,38030,진주시
JJB381102089,대동1,1,Y,,35.1513,128.08966,2021-09-16 5:02,2089,38030,진주시
JJB381102090,대동1,1,Y,,35.15132,128.08981,2021-09-16 5:02,2090,38030,진주시
JJB381102091,대동2,1,Y,,35.15037,128.09242,2021-09-16 5:02,2091,38030,진주시
JJB381102092,대동2,1,Y,,35.15034,128.09262,2021-09-16 5:02,2092,38030,진주시
JJB381102095,구시골,1,Y,,35.14792,128.0327,2021-09-16 5:02,2095,38030,진주시
JJB381102096,구시골,1,Y,,35.14795,128.03279,2021-09-16 5:02,2096,38030,진주시
JJB381102099,학산암입구,1,Y,,35.13465,128.02426,2021-09-16 5:02,2099,38030,진주시
JJB381102100,학산암입구,1,Y,,35.13473,128.02422,2021-09-16 5:02,2100,38030,진주시
JJB381102101,사두골입구,1,Y,,35.12724,128.02736,2021-09-16 5:02,2101,38030,진주시
JJB381102102,사두골입구,1,Y,,35.12717,128.02732,2021-09-16 5:02,2102,38030,진주시
JJB381102103,스포츠가치센터조성지,1,Y,,35.15505,128.03431,2021-09-16 5:02,2103,38030,진주시
JJB381102104,스포츠가치센터조성지,1,Y,,35.15516,128.03438,2021-09-16 5:02,2104,38030,진주시
JJB381102107,산강입구,1,Y,,35.15531,128.0651,2021-09-16 5:02,2107,38030,진주시
JJB381102108,산강입구,1,Y,,35.15573,128.06465,2021-09-16 5:02,2108,38030,진주시
JJB381102109,삼계경로당,1,Y,,35.15227,128.03418,2021-09-16 5:02,2109,38030,진주시
JJB381102110,양옥,1,Y,,35.1514,128.03314,2021-09-16 5:02,2110,38030,진주시
JJB381102111,삼계경로당,1,Y,,35.15238,128.03403,2021-09-16 5:02,2111,38030,진주시
JJB381102112,양옥,1,Y,,35.15154,128.033,2021-09-16 5:02,2112,38030,진주시
JJB381103001,모심,1,N,,35.14163,128.1005,2021-09-16 5:02,3001,38030,진주시
JJB381103002,모심,1,N,,35.14055,128.09982,2021-09-16 5:02,3002,38030,진주시
JJB381103003,화동,1,N,,35.13552,128.09759,2021-09-16 5:02,3003,38030,진주시
