정류장아이디,정류장 명칭,정류장 유형,중앙차로 여부,노드영문명,lat,lon,수집일시,단축아이디,도시코드,도시명
SEB121900128,서초그랑자이정문,,,,37.4879328,127.0259076,2021-09-16 7:31,22884,11,서울특별시
SEB124000209,강일초등학교,,,,37.565095,127.175752,2021-09-16 7:31,25326,11,서울특별시
SEB107900016,성신여대정문앞,,,,37.5907658,127.0197375,2021-09-16 7:31,8489,11,서울특별시
SEB113900009,우리기술사옥.한국지역정보개발원,,,,37.5820267,126.8878117,2021-09-16 7:31,14624,11,서울특별시
SEB121000209,서초힐스아파트,,,,37.4590299,127.0179066,2021-09-16 7:31,22285,11,서울특별시
SEB123000672,위례포레샤인17단지정문,,,,37.4871132,127.1481048,2021-09-16 7:31,24238,11,서울특별시
SEB102000249,용암초등학교.이태원2동주민센터,,,,37.544673,126.990733,2021-09-16 7:31,3342,11,서울특별시
SEB113900155,가든호텔.삼성프라자,,,,37.5409544,126.9491641,2021-09-16 7:31,14886,11,서울특별시
SEB123000370,송파파인타운2단지.구립송파복지센터,,,,37.485133,127.132647,2021-09-16 7:31,24462,11,서울특별시
SEB206000177,청솔마을.주공9단지.동아아파트,,,,37.3517757,127.1158076,2021-09-16 7:31,47153,11,서울특별시
SEB124000145,강동고등학교,,,,37.5502212,127.1603416,2021-09-16 7:31,25256,11,서울특별시
SEB116900120,구로1동주민센터.연예인APT,,,,37.4930315,126.8758985,2021-09-16 7:31,17963,11,서울특별시
SEB102000092,녹사평역,,,,37.5350537,126.9853329,2021-09-16 7:31,3186,11,서울특별시
SEB122000089,봉은사역3번출구.삼성1파출소,,,,37.5151079,127.0601628,2021-09-16 7:31,23192,11,서울특별시
SEB119900172,상도감리교회,,,,37.5054913,126.9415426,2021-09-16 7:31,20803,11,서울특별시
SEB115900270,동아1.2차아파트,,,,37.5546585,126.8720632,2021-09-16 7:31,16638,11,서울특별시
SEB220000003,과천주공2.3단지,,,,37.4217078,126.988768,2021-09-16 7:31,37009,11,서울특별시
SEB103000159,청계9가.비우당교,,,,37.5707208,127.0253847,2021-09-16 7:31,4261,11,서울특별시
SEB123000008,송파역,,,,37.5005992,127.1112327,2021-09-16 7:31,24008,11,서울특별시
SEB119900272,전문건설회관.보라매병원,,,,37.4923592,126.924958,2021-09-16 7:31,20748,11,서울특별시
SEB105000129,장안교은석초등학교,,,,37.579447,127.0743783,2021-09-16 7:31,6215,11,서울특별시
SEB102000102,한강진역.블루스퀘어,,,,37.5407264,127.0016695,2021-09-16 7:31,3196,11,서울특별시
SEB122000149,한티역,,,,37.498116,127.0521475,2021-09-16 7:31,23252,11,서울특별시
SEB213000450,천일택배앞,,,,37.4812878,126.8521775,2021-09-16 7:31,38502,11,서울특별시
SEB101000062,을지로3가,,,,37.5661205,126.9913276,2021-09-16 7:31,2161,11,서울특별시
SEB218000270,가시골,,,,37.6488093,126.8671624,2021-09-16 7:31,35041,11,서울특별시
SEB120900164,제2파워플랜트,,,,37.4490362,126.9494259,2021-09-16 7:31,21904,11,서울특별시
SEB121000918,남서울화훼단지,,,,37.4602018,127.0287497,2021-09-16 7:31,37020,11,서울특별시
SEB115000098,화곡대림아파트,,,,37.5330982,126.8387569,2021-09-16 7:31,16195,11,서울특별시
SEB105000056,휘경여중고휘경주공아파트앞,,,,37.582382,127.0682288,2021-09-16 7:31,6142,11,서울특별시
SEB116000568,천왕이펜하우스2단지,,,,37.4856524,126.8379747,2021-09-16 7:31,17700,11,서울특별시
SEB111901124,행운슈퍼,,,,37.595786,126.905983,2021-09-16 7:31,12866,11,서울특별시
SEB111900022,역촌초등학교후문,,,,37.6022657,126.913043,2021-09-16 7:31,12682,11,서울특별시
SEB117900080,진도2차아파트,,,,37.4701338,126.8917891,2021-09-16 7:31,18554,11,서울특별시
SEB109000077,천주교도봉동교회,,,,37.6713119,127.0428107,2021-09-16 7:31,10162,11,서울특별시
SEB103900144,대우아파트입구,,,,37.5459834,127.0191632,2021-09-16 7:31,4572,11,서울특별시
SEB100900096,원남로터리,,,,37.5762373,126.9975114,2021-09-16 7:31,1566,11,서울특별시
SEB119900191,해태타워앞,,,,37.4910939,126.9246607,2021-09-16 7:31,20728,11,서울특별시
SEB211000260,범박휴먼시아1단지정문,,,,37.4773425,126.8125227,2021-09-16 7:31,12494,11,서울특별시
SEB121000225,하나로마트.코트라,,,,37.4638411,127.0444478,2021-09-16 7:31,22301,11,서울특별시
SEB121000120,사평역,,,,37.5039423,127.0153599,2021-09-16 7:31,22196,11,서울특별시
SEB105000063,풍안시장.동답초교,,,,37.5710397,127.065489,2021-09-16 7:31,6149,11,서울특별시
SEB206000055,성남아트센터.태원고교,,,,37.4015729,127.1282112,2021-09-16 7:31,47077,11,서울특별시
SEB106000090,방약국앞,,,,37.575997,127.08574,2021-09-16 7:31,7184,11,서울특별시
SEB108000159,수유3동우체국,,,,37.6401084,127.0282173,2021-09-16 7:31,9247,11,서울특별시
SEB113900082,용강동주민센터,,,,37.5416376,126.9408173,2021-09-16 7:31,14663,11,서울특별시
SEB101000049,남산3호터널.서울애니메이션센터,,,,37.559526,126.9826359,2021-09-16 7:31,2148,11,서울특별시
SEB124000065,상일동역2번출구,,,,37.557338,127.1651251,2021-09-16 7:31,25165,11,서울특별시
SEB102000204,청암동강변삼성아파트,,,,37.5339679,126.9493177,2021-09-16 7:31,3298,11,서울특별시
SEB107900064,자산약국.월곡전철역입구.6호선,,,,37.6043412,127.0392307,2021-09-16 7:31,8558,11,서울특별시
SEB121900105,방배3동주민센터,,,,37.4786211,126.9996192,2021-09-16 7:31,22557,11,서울특별시
SEB110000095,두산아파트.도심공항수락터미널,,,,37.6784442,127.0532768,2021-09-16 7:31,11195,11,서울특별시
SEB124000064,강동구청역1번출구.영파여고,,,,37.5319007,127.1212975,2021-09-16 7:31,25164,11,서울특별시
SEB108000098,오현초등학교,,,,37.623413,127.0479843,2021-09-16 7:31,9186,11,서울특별시
SEB107900290,상월곡역,,,,37.6068638,127.0478038,2021-09-16 7:31,8937,11,서울특별시
SEB107900080,고대병원,,,,37.5861138,127.0271631,2021-09-16 7:31,8581,11,서울특별시
SEB100000132,혜화역.서울연극센터(장면총리가옥),,,,37.5840228,127.0013281,2021-09-16 7:31,1228,11,서울특별시
SEB102000169,이촌역,,,,37.5226689,126.9739086,2021-09-16 7:31,3263,11,서울특별시
SEB111000186,선일여고입구,,,,37.619023,126.9152676,2021-09-16 7:31,12276,11,서울특별시
SEB121900237,청호나이스,,,,37.4877164,127.0129084,2021-09-16 7:31,22935,11,서울특별시
SEB112900031,홍은중학교,,,,37.5926714,126.9347015,2021-09-16 7:31,13814,11,서울특별시
SEB109000092,쌍문동청구아파트,,,,37.6595743,127.0351171,2021-09-16 7:31,10177,11,서울특별시
SEB115900272,공진초등학교,,,,37.5584322,126.8216428,2021-09-16 7:31,16403,11,서울특별시
SEB115000183,방화동도시개발2단지아파트,,,,37.5734646,126.8189449,2021-09-16 7:31,16280,11,서울특별시
SEB120000110,신림복지관앞,,,,37.465357,126.919495,2021-09-16 7:31,21212,11,서울특별시
SEB111000060,선진운수종점,,,,37.6139042,126.9107629,2021-09-16 7:31,12148,11,서울특별시
SEB225000069,군포문화예술회관,,,,37.3667186,126.9291885,2021-09-16 7:31,40137,11,서울특별시
SEB115000590,KBS스포츠월드,,,,37.5566007,126.850463,2021-09-16 7:31,16009,11,서울특별시
SEB101000011,서울의료보건고등학교.서울역서부,,,,37.5565519,126.9679392,2021-09-16 7:31,2103,11,서울특별시
SEB110000231,신도브래뉴.한전노원변전소,,,,37.6281477,127.0590994,2021-09-16 7:31,11332,11,서울특별시
SEB207000561,금강펜테리움.단독주택단지,,,,37.7490245,127.0973076,2021-09-16 7:31,61121,11,서울특별시
SEB108900023,본원정사,,,,37.6381346,127.0064915,2021-09-16 7:31,9861,11,서울특별시
SEB106000114,용마산역,,,,37.5735061,127.0863981,2021-09-16 7:31,7209,11,서울특별시
SEB117900116,무지개아파트,,,,37.4568567,126.8986616,2021-09-16 7:31,18508,11,서울특별시
SEB111000149,진관초교관음사입구,,,,37.6477735,126.9268689,2021-09-16 7:31,12238,11,서울특별시
SEB109000221,도깨비시장,,,,37.6653285,127.0356911,2021-09-16 7:31,10309,11,서울특별시
SEB108000152,꿈의숲롯데캐슬아파트,,,,37.6182766,127.0360503,2021-09-16 7:31,9240,11,서울특별시
SEB218000012,대곡역(중),,,,37.6313426,126.8096917,2021-09-16 7:31,35621,11,서울특별시
SEB105000194,영휘원사거리.(구)홍릉사거리,,,,37.5860009,127.0431751,2021-09-16 7:31,6280,11,서울특별시
SEB116000028,대림역,,,,37.4907448,126.8937508,2021-09-16 7:31,17114,11,서울특별시
SEB122000063,청담초등학교,,,,37.5268028,127.0451221,2021-09-16 7:31,23165,11,서울특별시
SEB116900195,낙원할인마트,,,,37.4998367,126.8496002,2021-09-16 7:31,17740,11,서울특별시
SEB123000637,서울위례별초교,,,,37.478302,127.1440274,2021-09-16 7:31,24337,11,서울특별시
SEB112000429,충정로역,,,,37.5600226,126.9626986,2021-09-16 7:31,13046,11,서울특별시
SEB108900035,당진슈퍼,,,,37.6254962,127.032697,2021-09-16 7:31,9841,11,서울특별시
SEB109900121,도봉구청,,,,37.6688364,127.046015,2021-09-16 7:31,10815,11,서울특별시
SEB102000216,남이장군사당,,,,37.5366654,126.9577657,2021-09-16 7:31,3310,11,서울특별시
SEB103000150,도선고등학교.꽃재교회,,,,37.5669545,127.0284543,2021-09-16 7:31,4252,11,서울특별시
SEB219000690,메디누리병원,,,,37.6911346,126.7626722,2021-09-16 7:31,36021,11,서울특별시
SEB227000056,거리대울,,,,37.5066611,127.2308252,2021-09-16 7:31,28146,11,서울특별시
SEB121000240,본마을,,,,37.453263,127.0511849,2021-09-16 7:31,22316,11,서울특별시
SEB107000111,장곡초교앞,,,,37.6176985,127.0475819,2021-09-16 7:31,8201,11,서울특별시
SEB218000139,덕은동(중),,,,37.5947266,126.878609,2021-09-16 7:31,35624,11,서울특별시
SEB113000414,홍대입구역,,,,37.5574769,126.9245894,2021-09-16 7:31,14016,11,서울특별시
SEB218000693,도래울마을2.3단지,,,,37.6327541,126.8697333,2021-09-16 7:31,35560,11,서울특별시
SEB121000107,논현사거리.논현역5번출구,,,,37.510648,127.0192203,2021-09-16 7:31,22183,11,서울특별시
SEB206000531,백현마을1단지,,,,37.3919247,127.114548,2021-09-16 7:31,47632,11,서울특별시
SEB107000033,돈암동삼성아파트입구,,,,37.6018744,127.0245753,2021-09-16 7:31,8123,11,서울특별시
SEB119900074,보라매공원,,,,37.4946906,126.9186077,2021-09-16 7:31,20512,11,서울특별시
SEB123000257,개롱역3번출구,,,,37.4976428,127.135256,2021-09-16 7:31,24348,11,서울특별시
SEB103900147,GS주유소,,,,37.5468113,127.0251253,2021-09-16 7:31,4697,11,서울특별시
SEB107000008,돈암사거리.성신여대입구,,,,37.5933062,127.017839,2021-09-16 7:31,8008,11,서울특별시
SEB113900120,창전현대홈타운,,,,37.550874,126.9327234,2021-09-16 7:31,14833,11,서울특별시
SEB108000190,우이동주민센터입구,,,,37.647664,127.012358,2021-09-16 7:31,9278,11,서울특별시
SEB113000171,청기와빌라,,,,37.5607605,126.9047512,2021-09-16 7:31,14262,11,서울특별시
SEB115000594,발산역,,,,37.5584907,126.8391584,2021-09-16 7:31,16013,11,서울특별시
SEB110000157,백병원,,,,37.6480182,127.062882,2021-09-16 7:31,11257,11,서울특별시
SEB109000166,창2동주민센터.보건지소,,,,37.640899,127.0336397,2021-09-16 7:31,10252,11,서울특별시
SEB218000151,세원마을입구,,,,37.6704262,126.8869127,2021-09-16 7:31,35233,11,서울특별시
SEB116900216,신도림미성아파트,,,,37.5060035,126.876481,2021-09-16 7:31,17537,11,서울특별시
SEB107000231,성북우체국현대백화점,,,,37.6078214,127.0293808,2021-09-16 7:31,8327,11,서울특별시
SEB213000129,철산역.광명경찰서,,,,37.4742566,126.8671951,2021-09-16 7:31,38612,11,서울특별시
SEB113000196,상암DMC입구,,,,37.583431,126.8826124,2021-09-16 7:31,14290,11,서울특별시
SEB108000040,광산사거리,,,,37.6433419,127.0218795,2021-09-16 7:31,9128,11,서울특별시
SEB110900056,메디아이산부인과,,,,37.6564915,127.0669716,2021-09-16 7:31,11804,11,서울특별시
SEB110000350,중평초등학교,,,,37.6362928,127.0655088,2021-09-16 7:31,11451,11,서울특별시
SEB106900020,지하철7호선면목역,,,,37.5883879,127.0883233,2021-09-16 7:31,7524,11,서울특별시
SEB121900311,서초포레스타3단지정문,,,,37.4553262,127.0595497,2021-09-16 7:31,22506,11,서울특별시
SEB124000358,길동사거리.강동세무서,,,,37.5345836,127.1366884,2021-09-16 7:31,25009,11,서울특별시
SEB120000456,봉천사거리.위버폴리스,,,,37.4827934,126.9535723,2021-09-16 7:31,21368,11,서울특별시
SEB122000352,강남세브란스병원,,,,37.493399,127.0473231,2021-09-16 7:31,23469,11,서울특별시
SEB106000464,중랑경찰서정문.우디안101동앞,,,,37.6178214,127.1054962,2021-09-16 7:31,7457,11,서울특별시
SEB207000039,의정부초교.신곡동신일아파트,,,,37.7359028,127.0623378,2021-09-16 7:31,61064,11,서울특별시
SEB107900311,길상사,,,,37.5983184,126.9938901,2021-09-16 7:31,8837,11,서울특별시
SEB121000022,신반포역.세화여중고,,,,37.5029429,126.994451,2021-09-16 7:31,22022,11,서울특별시
SEB115000028,방신전통시장,,,,37.5699292,126.8128856,2021-09-16 7:31,16124,11,서울특별시
SEB100000048,세검정.상명대,,,,37.6005524,126.9589342,2021-09-16 7:31,1143,11,서울특별시
SEB227000055,새능교회.하남요양병원,,,,37.5113414,127.2275611,2021-09-16 7:31,28141,11,서울특별시
SEB205000013,성남냉동,,,,37.4320415,127.1578007,2021-09-16 7:31,49077,11,서울특별시
SEB108900026,국립419민주묘지삼거리.윤극영가옥,,,,37.6461584,127.0107157,2021-09-16 7:31,9857,11,서울특별시
SEB103900256,한라시그마밸리앞,,,,37.539647,127.05532,2021-09-16 7:31,4857,11,서울특별시
SEB109900003,에덴약국,,,,37.6514369,127.0233665,2021-09-16 7:31,10511,11,서울특별시
SEB112900005,두산아파트,,,,37.5591201,126.949261,2021-09-16 7:31,13506,11,서울특별시
SEB105000169,이문동현대아파트,,,,37.600859,127.0709847,2021-09-16 7:31,6255,11,서울특별시
SEB104900053,신성시장입구,,,,37.5585269,127.0880096,2021-09-16 7:31,5517,11,서울특별시
SEB116000621,쌍용구로정비사업소,,,,37.4998375,126.8825792,2021-09-16 7:31,17222,11,서울특별시
SEB113000099,경성중고.홍대부속여중고입구,,,,37.5596512,126.916614,2021-09-16 7:31,14190,11,서울특별시
SEB115000921,마곡나루역,,,,37.5671829,126.8276308,2021-09-16 7:31,16606,11,서울특별시
SEB206000183,파크타운.양지마을,,,,37.3738025,127.119411,2021-09-16 7:31,47012,11,서울특별시
SEB221000182,한일아파트,,,,37.5876171,127.1414891,2021-09-16 7:31,39082,11,서울특별시
SEB106000263,이화미디어고.중랑숲어린이도서관,,,,37.6031193,127.1023246,2021-09-16 7:31,7360,11,서울특별시
SEB123000194,거여역3번출구.현대2차아파트,,,,37.4940341,127.1450161,2021-09-16 7:31,24284,11,서울특별시
SEB104000300,뚝섬유원지,,,,37.5310817,127.0667912,2021-09-16 7:31,5900,11,서울특별시
SEB225000148,시민체육광장,,,,37.3550315,126.9353766,2021-09-16 7:31,40104,11,서울특별시
SEB117000033,가산초등학교,,,,37.4782346,126.8955562,2021-09-16 7:31,18119,11,서울특별시
SEB115900277,마곡13단지힐스테이트후문,,,,37.5567373,126.8179906,2021-09-16 7:31,16559,11,서울특별시
SEB206000333,주공4단지,,,,37.3390837,127.116335,2021-09-16 7:31,47170,11,서울특별시
SEB106900002,공판장,,,,37.5884903,127.0990423,2021-09-16 7:31,7527,11,서울특별시
SEB122000019,논현동고개,,,,37.5102565,127.0323028,2021-09-16 7:31,23119,11,서울특별시
SEB113900144,홍대정문,,,,37.5529817,126.9238877,2021-09-16 7:31,14871,11,서울특별시
SEB115000449,송정역,,,,37.561319,126.809337,2021-09-16 7:31,16745,11,서울특별시
SEB122900097,수서교회.수서동성당앞,,,,37.4834908,127.0947875,2021-09-16 7:31,23972,11,서울특별시
SEB108900266,미아역3번출구,,,,37.6264897,127.0269693,2021-09-16 7:31,9941,11,서울특별시
SEB106000082,면목우체국.녹색병원,,,,37.5820548,127.0887178,2021-09-16 7:31,7176,11,서울특별시
SEB101000072,광희동,,,,37.5649951,127.0079579,2021-09-16 7:31,2171,11,서울특별시
SEB110000179,광운대역,,,,37.6223072,127.0620402,2021-09-16 7:31,11279,11,서울특별시
SEB102000035,숙대입구역.청파동주민센터,,,,37.5454135,126.9702634,2021-09-16 7:31,3129,11,서울특별시
SEB101000324,동대문디자인플라자.동대문시장,,,,37.5668754,127.0085549,2021-09-16 7:31,2908,11,서울특별시
SEB111000249,신사사거리,,,,37.595726,126.9088141,2021-09-16 7:31,12339,11,서울특별시
SEB120900012,삼모타워앞,,,,37.4824006,126.9284597,2021-09-16 7:31,21582,11,서울특별시
SEB107000243,상진운수종점,,,,37.6111546,127.065164,2021-09-16 7:31,8341,11,서울특별시
SEB102000115,남영우체국,,,,37.5453224,126.973508,2021-09-16 7:31,3209,11,서울특별시
SEB120000039,관악경찰서.관악소방서,,,,37.475253,126.952572,2021-09-16 7:31,21140,11,서울특별시
SEB117900145,대륭테크노2차.12차,,,,37.4688296,126.8847974,2021-09-16 7:31,18822,11,서울특별시
SEB117900002,독산역,,,,37.4660003,126.8896697,2021-09-16 7:31,18829,11,서울특별시
SEB102900050,용산고,,,,37.5459083,126.9789524,2021-09-16 7:31,3580,11,서울특별시
SEB219000657,어린이교통공원,,,,37.6430281,126.7939895,2021-09-16 7:31,36150,11,서울특별시
SEB213000115,자동차경매장.가림초등학교,,,,37.4589335,126.8773611,2021-09-16 7:31,38137,11,서울특별시
SEB113900054,당인리발전소후문,,,,37.5450286,126.921036,2021-09-16 7:31,14564,11,서울특별시
SEB114000119,한빛종합사회복지관,,,,37.521161,126.8391118,2021-09-16 7:31,15222,11,서울특별시
SEB116900182,구로3동주민센터.삼성래미안아파트,,,,37.4875023,126.8903867,2021-09-16 7:31,17773,11,서울특별시
SEB116900034,덕의공원,,,,37.5069011,126.855778,2021-09-16 7:31,17569,11,서울특별시
SEB117000098,독산동정훈단지,,,,37.4654381,126.9020698,2021-09-16 7:31,18184,11,서울특별시
SEB116000361,신도림역,,,,37.5106671,126.8896176,2021-09-16 7:31,17834,11,서울특별시
SEB117000007,금천구청.금천경찰서,,,,37.4592088,126.8988721,2021-09-16 7:31,18007,11,서울특별시
SEB112000231,봉원사길,,,,37.5682594,126.9462108,2021-09-16 7:31,13314,11,서울특별시
SEB111901118,안디옥교회.새절역,,,,37.590342,126.9131459,2021-09-16 7:31,12860,11,서울특별시
SEB109000192,창3동염광아트필,,,,37.6344394,127.0423552,2021-09-16 7:31,10280,11,서울특별시
SEB113000073,상암휴먼시아아파트,,,,37.5750442,126.8962007,2021-09-16 7:31,14164,11,서울특별시
SEB113900178,경성중고.홍익디자인고,,,,37.5622871,126.9194964,2021-09-16 7:31,14922,11,서울특별시
SEB107900088,구.정릉3동주민센터,,,,37.6094883,127.0058966,2021-09-16 7:31,8592,11,서울특별시
SEB123000647,잠실종합운동장,,,,37.5115431,127.0753391,2021-09-16 7:31,24906,11,서울특별시
SEB124900114,명일동한양아파트,,,,37.5515586,127.1559333,2021-09-16 7:31,25511,11,서울특별시
SEB119900269,대방동주공아파트,,,,37.5090527,126.9288799,2021-09-16 7:31,20940,11,서울특별시
SEB120000452,신림2동차고지,,,,37.470982,126.938321,2021-09-16 7:31,21841,11,서울특별시
SEB113900217,만물사부동산,,,,37.555348,126.9607372,2021-09-16 7:31,14599,11,서울특별시
SEB119900100,중앙대병원,,,,37.5075405,126.9613764,2021-09-16 7:31,20901,11,서울특별시
SEB110900064,태강아파트,,,,37.6232724,127.0810484,2021-09-16 7:31,11631,11,서울특별시
SEB222001972,쌍용아파트,,,,37.6532653,127.1451625,2021-09-16 7:31,42705,11,서울특별시
SEB119000302,사당역9번출구앞,,,,37.4773926,126.9813958,2021-09-16 7:31,20253,11,서울특별시
SEB107000088,성북구청.성북경찰서,,,,37.5886054,127.0172299,2021-09-16 7:31,8178,11,서울특별시
SEB110000674,중계본동종점,,,,37.6439455,127.0830041,2021-09-16 7:31,11508,11,서울특별시
SEB105000446,청량리역환승센터,,,,37.580406,127.0457024,2021-09-16 7:31,6019,11,서울특별시
SEB106000143,면목두산아파트1차,,,,37.5819331,127.0838863,2021-09-16 7:31,7238,11,서울특별시
SEB102000080,남산체육관,,,,37.5425047,126.9929169,2021-09-16 7:31,3174,11,서울특별시
SEB104000048,능동사거리.군자역,,,,37.5551766,127.0786346,2021-09-16 7:31,5141,11,서울특별시
SEB124900101,길동신동아아파트,,,,37.5405842,127.1491711,2021-09-16 7:31,25502,11,서울특별시
SEB229002584,광탄삼거리,,,,37.7829001,126.8462817,2021-09-16 7:31,63139,11,서울특별시
SEB107900213,장위시장,,,,37.6134406,127.0505764,2021-09-16 7:31,8892,11,서울특별시
SEB111900067,불광중학교,,,,37.6223118,126.9315964,2021-09-16 7:31,12549,11,서울특별시
SEB116000042,디지털단지오거리,,,,37.4800217,126.8908838,2021-09-16 7:31,17128,11,서울특별시
SEB106000182,신내10단지아파트,,,,37.609147,127.0955629,2021-09-16 7:31,7277,11,서울특별시
SEB116000037,고용노동부관악지청.이마트구로점,,,,37.4836339,126.897558,2021-09-16 7:31,17123,11,서울특별시
SEB107900232,죽림정사앞,,,,37.5996513,127.0291748,2021-09-16 7:31,8920,11,서울특별시
SEB114000166,목동중학교,,,,37.5191874,126.8704645,2021-09-16 7:31,15269,11,서울특별시
SEB121000205,서울시품질시험소한국교원단체총연합회,,,,37.4674326,127.0280064,2021-09-16 7:31,22281,11,서울특별시
SEB212000051,서림아파트,,,,37.5241152,126.809051,2021-09-16 7:31,45029,11,서울특별시
SEB107900194,쌍다리,,,,37.5933823,126.9959968,2021-09-16 7:31,8872,11,서울특별시
SEB103000163,뚝섬서울숲남문,,,,37.5424629,127.0427799,2021-09-16 7:31,4265,11,서울특별시
SEB111000246,현대아파트앞,,,,37.5939287,126.9080859,2021-09-16 7:31,12336,11,서울특별시
SEB111001124,덕산중학교.두산위브아파트,,,,37.6003715,126.9045804,2021-09-16 7:31,12499,11,서울특별시
SEB103000069,옥수동종점,,,,37.5492511,127.0124364,2021-09-16 7:31,4168,11,서울특별시
SEB122000626,개포동,,,,37.4888592,127.0737651,2021-09-16 7:31,23832,11,서울특별시
SEB206000327,헬스케어혁신파크.(구)가스공사,,,,37.3541846,127.1182657,2021-09-16 7:31,47036,11,서울특별시
SEB117900089,시흥동은행나무,,,,37.451454,126.9079384,2021-09-16 7:31,18542,11,서울특별시
SEB123000313,거여역6번출구,,,,37.4918674,127.1439993,2021-09-16 7:31,24404,11,서울특별시
SEB100900085,서울대어린이병원응급실.갑상선센터,,,,37.5781188,126.9995029,2021-09-16 7:31,1578,11,서울특별시
SEB120900152,군인아파트,,,,37.4689672,126.9686942,2021-09-16 7:31,21881,11,서울특별시
SEB121000016,신사역,,,,37.512972,127.020607,2021-09-16 7:31,22016,11,서울특별시
SEB102000059,용산구청.크라운호텔,,,,37.5302839,126.9912039,2021-09-16 7:31,3153,11,서울특별시
SEB111901127,새절역,,,,37.5912354,126.9134733,2021-09-16 7:31,12869,11,서울특별시
SEB110000274,중계건영2차아파트,,,,37.6460948,127.0653984,2021-09-16 7:31,11375,11,서울특별시
SEB118000515,문래힐스테이트아파트,,,,37.5194239,126.8914974,2021-09-16 7:31,19849,11,서울특별시
SEB115000019,공항중학교,,,,37.56112,126.814653,2021-09-16 7:31,16115,11,서울특별시
SEB209000047,동양월드타워,,,,37.3990536,126.9443664,2021-09-16 7:31,56608,11,서울특별시
SEB107900308,국민은행장위동지점,,,,37.6135767,127.0481921,2021-09-16 7:31,8715,11,서울특별시
SEB115000169,강서한강자이아파트,,,,37.5650145,126.8478709,2021-09-16 7:31,16266,11,서울특별시
SEB112900254,구립은가어린이집앞,,,,37.5808626,126.9164664,2021-09-16 7:31,13971,11,서울특별시
SEB119000293,동작실버센터입구,,,,37.5130085,126.9567458,2021-09-16 7:31,20251,11,서울특별시
SEB121000981,서초포레스타7단지,,,,37.4473199,127.0558227,2021-09-16 7:31,22403,11,서울특별시
SEB108000151,북서울꿈의숲,,,,37.6225842,127.0375263,2021-09-16 7:31,9239,11,서울특별시
SEB204000240,위례동행정복지센터.위례보미리,,,,37.4710506,127.1416861,2021-09-16 7:31,48630,11,서울특별시
SEB114000102,봉영여중.목동고,,,,37.5072813,126.861841,2021-09-16 7:31,15205,11,서울특별시
SEB109900029,신동아아파트16동,,,,37.6601962,127.0278033,2021-09-16 7:31,10798,11,서울특별시
SEB109000215,도봉동서광아파트,,,,37.678199,127.0494617,2021-09-16 7:31,10303,11,서울특별시
SEB103000506,옥수파크힐스아파트앞,,,,37.547263,127.0130317,2021-09-16 7:31,4166,11,서울특별시
SEB103000164,뚝섬서울숲남문,,,,37.5419781,127.0429743,2021-09-16 7:31,4266,11,서울특별시
SEB107900174,팔각정,,,,37.5923603,126.9922226,2021-09-16 7:31,8823,11,서울특별시
SEB100900013,창신쌍용2단지.한성대후문,,,,37.5812647,127.0127581,2021-09-16 7:31,1524,11,서울특별시
SEB119000093,신대방삼거리,,,,37.4977748,126.9278411,2021-09-16 7:31,20186,11,서울특별시
SEB207000033,의정부경찰서앞,,,,37.7424184,127.0467139,2021-09-16 7:31,61002,11,서울특별시
SEB111900100,선일여고.이비즈니스고,,,,37.6205134,126.9127522,2021-09-16 7:31,12506,11,서울특별시
SEB116900058,청구아파트후문,,,,37.5011458,126.863507,2021-09-16 7:31,17540,11,서울특별시
SEB118900176,약산약국,,,,37.5113138,126.9142968,2021-09-16 7:31,19583,11,서울특별시
SEB222001576,구검문소,,,,37.6431781,127.1318395,2021-09-16 7:31,42118,11,서울특별시
SEB122000153,영동농협풍림아이원아파트,,,,37.502541,127.0567856,2021-09-16 7:31,23256,11,서울특별시
SEB226000163,의왕보건소.의왕경찰서,,,,37.3438571,126.9730705,2021-09-16 7:31,60126,11,서울특별시
SEB220000010,환경사업소,,,,37.4499473,126.9991356,2021-09-16 7:31,37025,11,서울특별시
SEB119000003,신대방현대아파트,,,,37.4953578,126.9115804,2021-09-16 7:31,20003,11,서울특별시
SEB120900161,학부생활관,,,,37.4631418,126.9577174,2021-09-16 7:31,21895,11,서울특별시
SEB109000054,자운고등학교앞,,,,37.6589328,127.0500065,2021-09-16 7:31,10139,11,서울특별시
SEB103000106,영동대교,,,,37.536356,127.059982,2021-09-16 7:31,4205,11,서울특별시
SEB117000027,금천패션아울렛사거리.마리오,,,,37.4783335,126.8884881,2021-09-16 7:31,18113,11,서울특별시
SEB235000353,샘골,,,,37.7045012,126.9708348,2021-09-16 7:31,68208,11,서울특별시
SEB100900153,사우디대사관,,,,37.5838633,126.9852486,2021-09-16 7:31,1845,11,서울특별시
SEB115900259,마곡엠밸리7단지입구,,,,37.5650082,126.8247449,2021-09-16 7:31,16624,11,서울특별시
SEB104000273,중곡역,,,,37.5662294,127.0843249,2021-09-16 7:31,5270,11,서울특별시
SEB112900058,문화촌현대아파트,,,,37.592618,126.9468082,2021-09-16 7:31,13657,11,서울특별시
SEB119900023,상도역7호선,,,,37.5027474,126.9472102,2021-09-16 7:31,20577,11,서울특별시
SEB226000094,컨테이너기지,,,,37.3345072,126.9609247,2021-09-16 7:31,60117,11,서울특별시
SEB221000077,장자호수공원,,,,37.587557,127.1392815,2021-09-16 7:31,39060,11,서울특별시
