"학교ID",학교명,학교급구분,설립일자,설립형태,본교분교구분,운영상태,소재지지번주소,소재지도로명주소,시도교육청코드,시도교육청명,교육지원청코드,교육지원청명,생성일자,변경일자,위도,경도,데이터기준일자
B000009073,성안중학교,중학교,2001-05-06,공립,본교,운영,울산광역시 중구 성안동 519-8,울산광역시 중구 성안2길 30,7480000,울산광역시교육청,7491000,울산광역시강북교육지원청,2013-11-29,2021-07-05,35.57278036,129.31789782,2021-09-15
B000003499,성안초등학교,초등학교,2003-03-01,공립,본교,운영,울산광역시 중구 성안동 797-1,울산광역시 중구 함월14길 19,7480000,울산광역시교육청,7491000,울산광역시강북교육지원청,2013-11-29,2021-07-05,35.576561186,129.31243444,2021-09-15
B000008486,다송중학교,중학교,1993-02-20,공립,본교,운영,부산광역시 사하구 다대동 95,부산광역시 사하구 다송로 55,7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2013-11-29,2021-07-05,35.064349886,128.98478618,2021-09-15
B000005840,합천초등학교,초등학교,1970-03-01,공립,본교,운영,충청남도 청양군 화성면 산정리 243,충청남도 청양군 화성면 무한로 88,8140000,충청남도교육청,8251000,충청남도청양교육지원청,2013-11-29,2021-07-05,36.42586476,126.71461121,2021-09-15
B000010266,군산대성중학교,중학교,1966-03-11,사립,본교,운영,전라북도 군산시 임피면 읍내리 535-4,전라북도 군산시 임피면 임피향교길 44-6,8320000,전라북도교육청,8341000,전라북도군산교육지원청,2013-11-29,2021-07-05,35.988630228,126.84869744,2021-09-15
B000002773,대구동문초등학교,초등학교,1982-12-06,공립,본교,운영,대구광역시 수성구 만촌동 262,대구광역시 수성구 효행로2길 111,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2021-07-05,35.87481761,128.65242578,2021-09-15
B000005003,상평초등학교현서분교장,초등학교,1942-08-22,공립,분교,운영,강원도 양양군 서면 서림리 74-1,강원도 양양군 서면 구룡령로 2115,7800000,강원도교육청,7862000,강원도속초양양교육지원청,2013-11-29,2021-07-05,37.98772697,128.52987902,2021-09-15
B000008343,원촌중학교,중학교,1983-04-26,공립,본교,운영,서울특별시 서초구 반포동 22,서울특별시 서초구 사평대로45길 10,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2021-07-05,37.506325105,127.01469972,2021-09-15
B000012197,경상여자고등학교,고등학교,1957-05-25,사립,본교,운영,대구광역시 북구 침산동 810-1,대구광역시 북구 침산남로9길 164,7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2013-11-29,2021-07-05,35.900541961,128.58784386,2021-09-15
B000025605,일광초등학교,초등학교,2020-03-01,공립,본교,운영,부산광역시 기장군 일광면 삼성리 295-4,부산광역시 기장군 일광면 해빛로 46,7150000,부산광역시교육청,7211000,부산광역시해운대교육지원청,2013-11-29,2021-07-05,35.268210441,129.22302249,2021-09-15
B000004857,춘천삼육초등학교,초등학교,1955-04-01,사립,본교,운영,강원도 춘천시 동면 장학리 568-1,강원도 춘천시 동면 방죽길 56-10,7800000,강원도교육청,7811000,강원도춘천교육지원청,2013-11-29,2021-07-05,37.911596812,127.75431999,2021-09-15
B000008281,정신여자중학교,중학교,1887-10-20,사립,본교,운영,서울특별시 송파구 잠실동 50-4,서울특별시 송파구 올림픽로4길 16,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2021-07-05,37.50945384,127.07384733,2021-09-15
B000008521,덕명여자중학교,중학교,1953-07-03,사립,본교,운영,부산광역시 부산진구 전포동 487,부산광역시 부산진구 봉수로 13,7150000,부산광역시교육청,7181000,부산광역시남부교육지원청,2013-11-29,2021-07-05,35.151080437,129.07045187,2021-09-15
B000013532,대전여자고등학교,고등학교,1937-05-01,공립,본교,운영,대전광역시 동구 대동 16-2,대전광역시 동구 용운로1번길 28-37,7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2013-11-29,2021-07-05,36.330012683,127.44637069,2021-09-15
B000002823,대구조야초등학교,초등학교,1983-12-08,공립,본교,운영,대구광역시 북구 조야동 102-1,대구광역시 북구 조야로8길 16,7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2013-11-29,2021-07-05,35.909719177,128.57704795,2021-09-15
B000008551,남산중학교,중학교,1991-01-14,공립,본교,운영,부산광역시 금정구 남산동 31-11,부산광역시 금정구 금단로 114,7150000,부산광역시교육청,7191000,부산광역시동래교육지원청,2013-11-29,2021-07-05,35.259817018,129.0936509,2021-09-15
B000002580,남산초등학교,초등학교,1987-03-01,공립,본교,운영,부산광역시 금정구 남산동 59-2,부산광역시 금정구 금강로 614,7150000,부산광역시교육청,7191000,부산광역시동래교육지원청,2013-11-29,2021-07-05,35.262140652,129.08918423,2021-09-15
B000013375,양산제일고등학교,고등학교,1994-03-01,사립,본교,운영,경상남도 양산시 교동 273,경상남도 양산시 회현1길 36,9010000,경상남도교육청,9151000,경상남도양산교육지원청,2013-11-29,2021-07-05,35.344599919,129.02379903,2021-09-15
B000025289,서울송례초등학교,초등학교,2014-05-01,공립,본교,운영,서울특별시 송파구 장지동 898,서울특별시 송파구 위례순환로 439,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2021-07-05,37.477891297,127.13844023,2021-09-15
B000025291,송례중학교,중학교,2014-05-01,공립,본교,운영,서울특별시 송파구 장지동 393,서울특별시 송파구 위례순환로 429,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2021-07-05,37.47783301,127.1397415,2021-09-15
B000008697,관천중학교,중학교,1994-05-06,공립,본교,운영,대구광역시 북구 태전동 999-1,대구광역시 북구 구암로22길 7,7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2013-11-29,2021-07-05,35.93116386,128.55261326,2021-09-15
B000010205,송산중학교,중학교,1981-01-19,공립,본교,운영,충청남도 당진시 송산면 도문리 169-1,충청남도 당진시 송산면 도문로 48,8140000,충청남도교육청,8291000,충청남도당진교육지원청,2013-11-29,2021-07-05,36.934811003,126.68591611,2021-09-15
B000009391,시화중학교,중학교,2006-03-01,공립,본교,운영,경기도 시흥시 정왕동 1552,경기도 시흥시 큰솔로52번길 23,7530000,경기도교육청,7781000,경기도시흥교육지원청,2013-11-29,2021-07-05,37.340985547,126.75619135,2021-09-15
B000013367,거제고등학교,고등학교,1948-10-16,사립,본교,운영,경상남도 거제시 아주동 295-8,경상남도 거제시 아주로3길 61,9010000,경상남도교육청,9111000,경상남도거제교육지원청,2013-11-29,2021-07-05,34.861087593,128.6884261,2021-09-15
B000011913,거제공업고등학교,고등학교,1969-03-06,공립,본교,운영,경상남도 거제시 고현동 920-2,경상남도 거제시 계룡로11길 63,9010000,경상남도교육청,9111000,경상남도거제교육지원청,2013-11-29,2021-07-05,34.882105115,128.61419403,2021-09-15
B000011393,부산소프트웨어마이스터고등학교,고등학교,1970-03-26,공립,본교,운영,부산광역시 강서구 봉림동 15,부산광역시 강서구 가락대로 1393,7150000,부산광역시교육청,7201000,부산광역시북부교육지원청,2013-11-29,2021-07-05,35.189260986,128.90396875,2021-09-15
B000004276,광명광성초등학교,초등학교,1987-11-16,공립,본교,운영,경기도 광명시 철산동 243,경기도 광명시 철산로 59,7530000,경기도교육청,7591000,경기도광명교육지원청,2013-11-29,2021-07-05,37.478850283,126.87307101,2021-09-15
B000004270,광명남초등학교,초등학교,1974-08-05,공립,본교,운영,경기도 광명시 광명동 295-58,경기도 광명시 광명로 866-9,7530000,경기도교육청,7591000,경기도광명교육지원청,2013-11-29,2021-07-05,37.475127085,126.85370244,2021-09-15
B000004274,광명동초등학교,초등학교,1983-05-18,공립,본교,운영,경기도 광명시 철산동 78-4,경기도 광명시 연서일로 25,7530000,경기도교육청,7591000,경기도광명교육지원청,2013-11-29,2021-07-05,37.483951815,126.86339631,2021-09-15
B000002460,청학초등학교,초등학교,1954-06-20,공립,본교,운영,부산광역시 영도구 청학동 412-3,부산광역시 영도구 청학로 49,7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2013-11-29,2021-07-05,35.093201763,129.05950392,2021-09-15
B000012386,중일고등학교,고등학교,1988-03-15,사립,본교,운영,대전광역시 유성구 관평동 671,대전광역시 유성구 배울2로 68,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2013-11-29,2021-07-05,36.420524915,127.38869648,2021-09-15
B000008650,영신중학교,중학교,1946-10-17,사립,본교,운영,대구광역시 동구 봉무동 524,대구광역시 동구 팔공로50길 32,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2021-07-05,35.92000422,128.64642402,2021-09-15
B000011387,부일전자디자인고등학교,고등학교,1992-06-30,사립,본교,운영,부산광역시 사하구 감천동 634-61,부산광역시 사하구 감천로73번길 36,7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2013-11-29,2021-07-05,35.090736086,129.00256044,2021-09-15
B000011335,서울영상고등학교,고등학교,1961-12-08,사립,본교,운영,서울특별시 양천구 신정동 984,서울특별시 양천구 목동로11길 46,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2021-07-05,37.52330444,126.86029352,2021-09-15
B000003459,대전교촌초등학교,초등학교,2007-03-01,공립,본교,운영,대전광역시 유성구 교촌동 618,대전광역시 유성구 진잠로149번길 42,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2013-11-29,2021-07-05,36.306021887,127.31677054,2021-09-15
B000011079,김해중학교,중학교,1951-09-01,공립,본교,운영,경상남도 김해시 부원동 39,경상남도 김해시 호계로 456,9010000,경상남도교육청,9091000,경상남도김해교육지원청,2013-11-29,2021-07-05,35.231105311,128.88613562,2021-09-15
B000008672,신명여자중학교,중학교,1907-10-15,사립,본교,운영,대구광역시 수성구 수성동1가 96-16,대구광역시 수성구 신천동로 364,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2021-07-05,35.857312471,128.60917881,2021-09-15
B000002738,대구명덕초등학교,초등학교,1940-04-05,공립,본교,운영,대구광역시 중구 남산동 2113,대구광역시 중구 남산로2길 125,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2021-07-05,35.857540731,128.58902672,2021-09-15
B000012612,광명고등학교,고등학교,1974-11-29,공립,본교,운영,경기도 광명시 철산동 234,경기도 광명시 오리로876번길 17,7530000,경기도교육청,7591000,경기도광명교육지원청,2013-11-29,2021-07-05,37.47857117,126.86598957,2021-09-15
B000008908,신광중학교,중학교,1981-03-06,공립,본교,운영,광주광역시 북구 두암동 576-5,광주광역시 북구 면앙로165번길 80,7380000,광주광역시교육청,7391000,광주광역시동부교육지원청,2013-11-29,2021-07-05,35.179533341,126.93212018,2021-09-15
B000012835,양구여자고등학교,고등학교,1974-10-04,공립,본교,운영,강원도 양구군 양구읍 정림리 230-1,강원도 양구군 양구읍 박수근로 327,7800000,강원도교육청,7951000,강원도양구교육지원청,2013-11-29,2021-07-05,38.100911395,127.98081971,2021-09-15
B000009113,울산중앙중학교,중학교,1981-09-27,공립,본교,운영,울산광역시 남구 신정동 859-3,울산광역시 남구 중앙로63번길 5,7480000,울산광역시교육청,7501000,울산광역시강남교육지원청,2013-11-29,2021-07-05,35.526024295,129.31568048,2021-09-15
B000025338,수완하나중학교,중학교,2015-03-01,공립,본교,운영,광주광역시 광산구 수완동 973,광주광역시 광산구 수완로105번길 47,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2013-11-29,2021-07-05,35.194208077,126.82752416,2021-09-15
B000011088,경운중학교,중학교,2001-01-04,공립,본교,운영,경상남도 김해시 내동 1115-3,경상남도 김해시 우암로 62,9010000,경상남도교육청,9091000,경상남도김해교육지원청,2013-11-29,2021-07-05,35.236125937,128.86183424,2021-09-15
B000012401,무거고등학교,고등학교,2006-03-01,공립,본교,운영,울산광역시 남구 무거동 1000,울산광역시 남구 대학로1번길 17-28,7480000,울산광역시교육청,7501000,울산광역시강남교육지원청,2013-11-29,2021-07-05,35.536278926,129.25074225,2021-09-15
B000002594,거제초등학교,초등학교,1946-06-01,공립,본교,운영,부산광역시 연제구 거제동 676-152,부산광역시 연제구 해맞이로 39,7150000,부산광역시교육청,7191000,부산광역시동래교육지원청,2013-11-29,2021-07-05,35.178073956,129.0675717,2021-09-15
B000008733,성서중학교,중학교,1969-11-07,공립,본교,운영,대구광역시 달서구 용산동 948,대구광역시 달서구 용산서로 63,7240000,대구광역시교육청,7271000,대구광역시남부교육지원청,2013-11-29,2021-07-05,35.855808095,128.52660485,2021-09-15
