사고다발지FID,사고다발지ID,법정동코드,지점코드,시도시군구명,지점명,발생건수,사상자수,사망자수,중상자수,경상자수,부상신고자수,경도,위도,다발지역폴리곤
204809,2014109,3111011500,31110002  ,울산광역시 중구2,울산광역시 중구 남외동(병영삼거리 부근),5,5,0,2,1,2,129.342449,35.56787026,"{""type"":""Polygon"",""coordinates"":[[[129.344009,35.5691449],[129.3436747,35.5693691],[129.3432933,35.5695356],[129.3428794,35.5696382],[129.342449,35.5696729],[129.3420185,35.5696382],[129.3416047,35.5695356],[129.3412232,35.5693691],[129.3408889,35.5691449],[129.3406145,35.5688717],[129.3404107,35.5685601],[129.3402851,35.5682219],[129.3402427,35.5678702],[129.3402852,35.5675186],[129.3404107,35.5671804],[129.3406146,35.5668688],[129.340889,35.5665956],[129.3412233,35.5663714],[129.3416047,35.5662049],[129.3420186,35.5661023],[129.342449,35.5660677],[129.3428794,35.5661023],[129.3432932,35.5662049],[129.3436746,35.5663714],[129.344009,35.5665956],[129.3442833,35.5668688],[129.3444872,35.5671804],[129.3446128,35.5675186],[129.3446552,35.5678702],[129.3446128,35.5682219],[129.3444873,35.5685601],[129.3442834,35.5688717],[129.344009,35.5691449]]]}"
204810,2014109,3114010500,31140001  ,울산광역시 남구1,울산광역시 남구 달동((주)젠로직스 부근),6,6,0,3,3,0,129.3276932,35.53838426,"{""type"":""Polygon"",""coordinates"":[[[129.3292527,35.5396589],[129.3289185,35.5398831],[129.3285372,35.5400496],[129.3281234,35.5401522],[129.3276932,35.5401869],[129.3272629,35.5401522],[129.3268492,35.5400496],[129.3264679,35.5398831],[129.3261337,35.5396589],[129.3258594,35.5393857],[129.3256556,35.5390741],[129.3255301,35.5387359],[129.3254878,35.5383842],[129.3255302,35.5380326],[129.3256557,35.5376944],[129.3258595,35.5373828],[129.3261337,35.5371096],[129.3264679,35.5368854],[129.3268492,35.5367189],[129.3272629,35.5366163],[129.3276932,35.5365817],[129.3281234,35.5366163],[129.3285371,35.5367189],[129.3289184,35.5368854],[129.3292526,35.5371096],[129.3295269,35.5373828],[129.3297307,35.5376944],[129.3298562,35.5380326],[129.3298986,35.5383842],[129.3298562,35.5387359],[129.3297307,35.5390741],[129.3295269,35.5393857],[129.3292527,35.5396589]]]}"
204813,2014109,3114010600,31140002  ,울산광역시 남구2,울산광역시 남구 삼산동(비긴미용실 부근),5,5,0,2,3,0,129.3344833,35.54401347,"{""type"":""Polygon"",""coordinates"":[[[129.3360429,35.5452881],[129.3357086,35.5455123],[129.3353273,35.5456789],[129.3349136,35.5457814],[129.3344833,35.5458161],[129.334053,35.5457814],[129.3336392,35.5456789],[129.3332579,35.5455123],[129.3329237,35.5452881],[129.3326494,35.5450149],[129.3324456,35.5447033],[129.3323201,35.5443651],[129.3322777,35.5440135],[129.3323201,35.5436618],[129.3324456,35.5433236],[129.3326494,35.543012],[129.3329237,35.5427388],[129.333258,35.5425147],[129.3336393,35.5423481],[129.334053,35.5422455],[129.3344833,35.5422109],[129.3349136,35.5422455],[129.3353273,35.5423481],[129.3357086,35.5425147],[129.3360428,35.5427388],[129.3363171,35.543012],[129.3365209,35.5433236],[129.3366465,35.5436618],[129.3366888,35.5440135],[129.3366465,35.5443651],[129.336521,35.5447033],[129.3363172,35.5450149],[129.3360429,35.5452881]]]}"
5364486,2014109,3114010500,31140003  ,울산광역시 남구3,울산광역시 남구 달동(도산사거리 부근),4,4,1,1,1,1,129.3307447,35.53213705,"{""type"":""Polygon"",""coordinates"":[[[129.3323041,35.5334117],[129.3319699,35.5336359],[129.3315886,35.5338024],[129.331175,35.533905],[129.3307447,35.5339397],[129.3303145,35.533905],[129.3299008,35.5338024],[129.3295195,35.5336359],[129.3291854,35.5334117],[129.3289111,35.5331385],[129.3287073,35.5328269],[129.3285818,35.5324887],[129.3285395,35.532137],[129.3285819,35.5317854],[129.3287074,35.5314472],[129.3289112,35.5311356],[129.3291854,35.5308624],[129.3295196,35.5306382],[129.3299008,35.5304717],[129.3303145,35.5303691],[129.3307447,35.5303344],[129.3311749,35.5303691],[129.3315886,35.5304717],[129.3319699,35.5306382],[129.332304,35.5308624],[129.3325783,35.5311356],[129.3327821,35.5314472],[129.3329076,35.5317854],[129.33295,35.532137],[129.3329076,35.5324887],[129.3327821,35.5328269],[129.3325783,35.5331385],[129.3323041,35.5334117]]]}"
204811,2014109,3114010400,31140004  ,울산광역시 남구4,울산광역시 남구 신정동(남부경찰서앞 부근),4,4,0,1,3,0,129.3100599,35.53183618,"{""type"":""Polygon"",""coordinates"":[[[129.3116193,35.5331108],[129.3112851,35.533335],[129.3109039,35.5335016],[129.3104902,35.5336041],[129.3100599,35.5336388],[129.3096297,35.5336041],[129.309216,35.5335016],[129.3088348,35.533335],[129.3085006,35.5331108],[129.3082263,35.5328376],[129.3080226,35.532526],[129.3078971,35.5321878],[129.3078547,35.5318362],[129.3078971,35.5314845],[129.3080226,35.5311463],[129.3082264,35.5308347],[129.3085006,35.5305615],[129.3088348,35.5303374],[129.309216,35.5301708],[129.3096297,35.5300682],[129.3100599,35.5300336],[129.3104901,35.5300682],[129.3109038,35.5301708],[129.3112851,35.5303374],[129.3116192,35.5305615],[129.3118935,35.5308347],[129.3120973,35.5311463],[129.3122228,35.5314845],[129.3122652,35.5318362],[129.3122228,35.5321878],[129.3120973,35.532526],[129.3118935,35.5328376],[129.3116193,35.5331108]]]}"
204812,2014109,3114010400,31140005  ,울산광역시 남구5,울산광역시 남구 신정동(태평양(울산지점) 부근),4,4,0,1,3,0,129.30548,35.53935552,"{""type"":""Polygon"",""coordinates"":[[[129.3070395,35.5406301],[129.3067053,35.5408543],[129.306324,35.5410209],[129.3059103,35.5411235],[129.30548,35.5411581],[129.3050498,35.5411235],[129.304636,35.5410209],[129.3042547,35.5408543],[129.3039205,35.5406301],[129.3036463,35.540357],[129.3034425,35.5400453],[129.303317,35.5397072],[129.3032746,35.5393555],[129.303317,35.5390038],[129.3034425,35.5386657],[129.3036463,35.538354],[129.3039206,35.5380809],[129.3042548,35.5378567],[129.3046361,35.5376901],[129.3050498,35.5375875],[129.30548,35.5375529],[129.3059103,35.5375875],[129.306324,35.5376901],[129.3067053,35.5378567],[129.3070395,35.5380809],[129.3073138,35.538354],[129.3075176,35.5386657],[129.3076431,35.5390038],[129.3076855,35.5393555],[129.3076431,35.5397072],[129.3075176,35.5400453],[129.3073138,35.540357],[129.3070395,35.5406301]]]}"
204814,2014109,3117010800,31170001  ,울산광역시 동구1,울산광역시 동구 서부동(녹수삼거리 부근),4,4,0,3,1,0,129.4312768,35.52015458,"{""type"":""Polygon"",""coordinates"":[[[129.4328359,35.5214292],[129.4325018,35.5216534],[129.4321206,35.52182],[129.431707,35.5219226],[129.4312768,35.5219572],[129.4308466,35.5219226],[129.430433,35.52182],[129.4300518,35.5216534],[129.4297177,35.5214292],[129.4294435,35.521156],[129.4292397,35.5208444],[129.4291142,35.5205062],[129.4290719,35.5201546],[129.4291143,35.5198029],[129.4292397,35.5194647],[129.4294435,35.5191531],[129.4297177,35.5188799],[129.4300518,35.5186558],[129.430433,35.5184892],[129.4308466,35.5183866],[129.4312768,35.518352],[129.4317069,35.5183866],[129.4321206,35.5184892],[129.4325017,35.5186558],[129.4328359,35.5188799],[129.4331101,35.5191531],[129.4333138,35.5194647],[129.4334393,35.5198029],[129.4334817,35.5201546],[129.4334393,35.5205062],[129.4333139,35.5208444],[129.4331101,35.521156],[129.4328359,35.5214292]]]}"
204815,2014109,3117010400,31170002  ,울산광역시 동구2,울산광역시 동구 전하동(개미회 부근),4,5,0,1,4,0,129.43061,35.51097342,"{""type"":""Polygon"",""coordinates"":[[[129.432169,35.512248],[129.4318349,35.5124722],[129.4314537,35.5126388],[129.4310401,35.5127414],[129.43061,35.512776],[129.4301799,35.5127414],[129.4297663,35.5126388],[129.4293851,35.5124722],[129.4290511,35.512248],[129.4287769,35.5119749],[129.4285732,35.5116632],[129.4284477,35.5113251],[129.4284054,35.5109734],[129.4284477,35.5106217],[129.4285732,35.5102836],[129.4287769,35.5099719],[129.4290511,35.5096988],[129.4293852,35.5094746],[129.4297663,35.509308],[129.4301799,35.5092054],[129.43061,35.5091708],[129.4310401,35.5092054],[129.4314537,35.509308],[129.4318348,35.5094746],[129.4321689,35.5096988],[129.4324431,35.5099719],[129.4326468,35.5102836],[129.4327723,35.5106217],[129.4328147,35.5109734],[129.4327723,35.5113251],[129.4326469,35.5116632],[129.4324431,35.5119749],[129.432169,35.512248]]]}"
204816,2014109,3120012000,31200001  ,울산광역시 북구1,울산광역시 북구 명촌동(AUDIO  SPACE 부근),4,4,0,1,3,0,129.3560714,35.55539421,"{""type"":""Polygon"",""coordinates"":[[[129.3576313,35.5566688],[129.357297,35.556893],[129.3569156,35.5570596],[129.3565018,35.5571622],[129.3560714,35.5571968],[129.3556411,35.5571622],[129.3552273,35.5570596],[129.3548459,35.556893],[129.3545116,35.5566688],[129.3542373,35.5563957],[129.3540335,35.556084],[129.3539079,35.5557459],[129.3538656,35.5553942],[129.353908,35.5550425],[129.3540335,35.5547044],[129.3542374,35.5543927],[129.3545117,35.5541196],[129.354846,35.5538954],[129.3552273,35.5537288],[129.3556411,35.5536262],[129.3560714,35.5535916],[129.3565018,35.5536262],[129.3569156,35.5537288],[129.3572969,35.5538954],[129.3576312,35.5541196],[129.3579055,35.5543927],[129.3581094,35.5547044],[129.3582349,35.5550425],[129.3582773,35.5553942],[129.3582349,35.5557459],[129.3581094,35.556084],[129.3579056,35.5563957],[129.3576313,35.5566688]]]}"
204818,2014109,3611025000,36110001  ,세종특별자치시 1,세종특별자치시 조치원읍 (- 인근),6,7,0,2,5,0,127.2989547,36.60159395,"{""type"":""Polygon"",""coordinates"":[[[127.3005353,36.6028683],[127.3001966,36.6030925],[127.2998101,36.603259],[127.2993908,36.6033616],[127.2989547,36.6033962],[127.2985186,36.6033616],[127.2980993,36.603259],[127.2977128,36.6030925],[127.2973741,36.6028683],[127.2970961,36.6025952],[127.2968896,36.6022836],[127.2967624,36.6019455],[127.2967194,36.6015939],[127.2967624,36.6012423],[127.2968896,36.6009042],[127.2970962,36.6005926],[127.2973742,36.6003195],[127.2977129,36.6000954],[127.2980993,36.5999288],[127.2985186,36.5998263],[127.2989547,36.5997917],[127.2993908,36.5998263],[127.2998101,36.5999288],[127.3001966,36.6000954],[127.3005353,36.6003195],[127.3008133,36.6005926],[127.3010198,36.6009042],[127.301147,36.6012423],[127.30119,36.6015939],[127.3011471,36.6019455],[127.3010199,36.6022836],[127.3008133,36.6025952],[127.3005353,36.6028683]]]}"
204819,2014109,4111113600,41111001  ,경기도 수원시 장안구1,경기도 수원시 장안구 조원동(장안구청사거리 부근),6,7,0,2,4,1,127.009301,37.30188093,"{""type"":""Polygon"",""coordinates"":[[[127.0108961,37.3031552],[127.0105543,37.3033793],[127.0101643,37.3035458],[127.0097411,37.3036484],[127.009301,37.303683],[127.0088609,37.3036484],[127.0084377,37.3035458],[127.0080477,37.3033793],[127.0077058,37.3031552],[127.0074253,37.3028821],[127.0072168,37.3025705],[127.0070885,37.3022325],[127.0070451,37.3018809],[127.0070885,37.3015293],[127.0072169,37.3011913],[127.0074253,37.3008797],[127.0077059,37.3006067],[127.0080477,37.3003826],[127.0084377,37.300216],[127.0088609,37.3001135],[127.009301,37.3000789],[127.0097411,37.3001135],[127.0101642,37.300216],[127.0105542,37.3003826],[127.0108961,37.3006067],[127.0111766,37.3008797],[127.0113851,37.3011913],[127.0115135,37.3015293],[127.0115568,37.3018809],[127.0115135,37.3022325],[127.0113851,37.3025705],[127.0111767,37.3028821],[127.0108961,37.3031552]]]}"
204822,2014109,4111113500,41111002  ,경기도 수원시 장안구2,경기도 수원시 장안구 송죽동(경남아너스빌 부근),6,6,0,1,3,2,126.9969969,37.30100638,"{""type"":""Polygon"",""coordinates"":[[[126.9985921,37.3022806],[126.9982502,37.3025047],[126.9978602,37.3026713],[126.997437,37.3027738],[126.9969969,37.3028085],[126.9965568,37.3027738],[126.9961336,37.3026713],[126.9957436,37.3025047],[126.9954018,37.3022806],[126.9951213,37.3020075],[126.9949128,37.301696],[126.9947844,37.3013579],[126.9947411,37.3010064],[126.9947845,37.3006548],[126.9949128,37.3003167],[126.9951213,37.3000052],[126.9954018,37.2997321],[126.9957437,37.299508],[126.9961337,37.2993415],[126.9965568,37.2992389],[126.9969969,37.2992043],[126.997437,37.2992389],[126.9978602,37.2993415],[126.9982502,37.299508],[126.998592,37.2997321],[126.9988725,37.3000052],[126.999081,37.3003167],[126.9992094,37.3006548],[126.9992527,37.3010064],[126.9992094,37.3013579],[126.999081,37.301696],[126.9988726,37.3020075],[126.9985921,37.3022806]]]}"
204823,2014109,4111113300,41111003  ,경기도 수원시 장안구3,경기도 수원시 장안구 천천동(금두꺼비부대찌게 부근),5,5,0,2,3,0,126.9812346,37.30072854,"{""type"":""Polygon"",""coordinates"":[[[126.9828297,37.3020028],[126.9824879,37.3022269],[126.9820979,37.3023934],[126.9816747,37.302496],[126.9812346,37.3025306],[126.9807945,37.302496],[126.9803713,37.3023934],[126.9799813,37.3022269],[126.9796394,37.3020028],[126.9793589,37.3017297],[126.9791505,37.3014181],[126.9790221,37.3010801],[126.9789788,37.3007285],[126.9790221,37.300377],[126.9791505,37.3000389],[126.979359,37.2997274],[126.9796395,37.2994543],[126.9799813,37.2992302],[126.9803713,37.2990636],[126.9807945,37.2989611],[126.9812346,37.2989265],[126.9816746,37.2989611],[126.9820978,37.2990636],[126.9824878,37.2992302],[126.9828296,37.2994543],[126.9831102,37.2997274],[126.9833187,37.3000389],[126.983447,37.300377],[126.9834904,37.3007285],[126.983447,37.3010801],[126.9833187,37.3014181],[126.9831102,37.3017297],[126.9828297,37.3020028]]]}"
204821,2014109,4111113500,41111004  ,경기도 수원시 장안구4,경기도 수원시 장안구 송죽동(초대중앙교회 부근),4,4,0,1,3,0,127.0030684,37.3072323,"{""type"":""Polygon"",""coordinates"":[[[127.0046637,37.3085065],[127.0043218,37.3087307],[127.0039318,37.3088972],[127.0035086,37.3089997],[127.0030684,37.3090344],[127.0026283,37.3089997],[127.0022051,37.3088972],[127.001815,37.3087307],[127.0014732,37.3085065],[127.0011926,37.3082335],[127.0009841,37.3079219],[127.0008557,37.3075838],[127.0008124,37.3072323],[127.0008558,37.3068807],[127.0009842,37.3065427],[127.0011926,37.3062311],[127.0014732,37.305958],[127.0018151,37.3057339],[127.0022051,37.3055674],[127.0026283,37.3054649],[127.0030684,37.3054302],[127.0035085,37.3054649],[127.0039317,37.3055674],[127.0043218,37.3057339],[127.0046636,37.305958],[127.0049442,37.3062311],[127.0051527,37.3065427],[127.0052811,37.3068807],[127.0053244,37.3072323],[127.0052811,37.3075838],[127.0051527,37.3079219],[127.0049442,37.3082335],[127.0046637,37.3085065]]]}"
5368259,2014109,4111514100,41115001  ,경기도 수원시 팔달구1,경기도 수원시 팔달구 인계동(시청사거리 부근),4,4,0,2,2,0,127.0270363,37.26298785,"{""type"":""Polygon"",""coordinates"":[[[127.0286306,37.2642621],[127.028289,37.2644862],[127.0278992,37.2646528],[127.0274762,37.2647553],[127.0270363,37.2647899],[127.0265964,37.2647553],[127.0261735,37.2646528],[127.0257837,37.2644862],[127.025442,37.2642621],[127.0251616,37.263989],[127.0249532,37.2636775],[127.0248249,37.2633394],[127.0247816,37.2629878],[127.024825,37.2626363],[127.0249533,37.2622982],[127.0251616,37.2619867],[127.025442,37.2617136],[127.0257837,37.2614895],[127.0261735,37.2613229],[127.0265965,37.2612204],[127.0270363,37.2611858],[127.0274762,37.2612204],[127.0278991,37.2613229],[127.0282889,37.2614895],[127.0286306,37.2617136],[127.028911,37.2619867],[127.0291194,37.2622982],[127.0292477,37.2626363],[127.029291,37.2629878],[127.0292477,37.2633394],[127.0291194,37.2636775],[127.028911,37.263989],[127.0286306,37.2642621]]]}"
5409917,2014109,4111514100,41115002  ,경기도 수원시 팔달구2,경기도 수원시 팔달구 인계동(인계사거리 부근),4,4,0,1,3,0,127.0273327,37.26825408,"{""type"":""Polygon"",""coordinates"":[[[127.0289272,37.2695283],[127.0285855,37.2697525],[127.0281956,37.269919],[127.0277726,37.2700215],[127.0273327,37.2700562],[127.0268928,37.2700215],[127.0264698,37.269919],[127.02608,37.2697525],[127.0257383,37.2695283],[127.0254579,37.2692552],[127.0252495,37.2689437],[127.0251212,37.2686056],[127.0250779,37.2682541],[127.0251212,37.2679025],[127.0252495,37.2675644],[127.0254579,37.2672529],[127.0257383,37.2669798],[127.02608,37.2667557],[127.0264698,37.2665892],[127.0268928,37.2664866],[127.0273327,37.266452],[127.0277726,37.2664866],[127.0281956,37.2665892],[127.0285854,37.2667557],[127.0289271,37.2669798],[127.0292075,37.2672529],[127.0294159,37.2675644],[127.0295442,37.2679025],[127.0295876,37.2682541],[127.0295442,37.2686056],[127.0294159,37.2689437],[127.0292076,37.2692552],[127.0289272,37.2695283]]]}"
204824,2014109,4111513200,41115003  ,경기도 수원시 팔달구3,경기도 수원시 팔달구 교동(교동사거리 부근),4,4,0,1,2,1,127.0163016,37.27288279,"{""type"":""Polygon"",""coordinates"":[[[127.0178961,37.274157],[127.0175544,37.2743812],[127.0171645,37.2745477],[127.0167415,37.2746502],[127.0163016,37.2746849],[127.0158616,37.2746502],[127.0154386,37.2745477],[127.0150487,37.2743812],[127.014707,37.274157],[127.0144266,37.273884],[127.0142182,37.2735724],[127.0140899,37.2732343],[127.0140466,37.2728828],[127.0140899,37.2725312],[127.0142183,37.2721931],[127.0144266,37.2718816],[127.0147071,37.2716085],[127.0150488,37.2713844],[127.0154386,37.2712179],[127.0158617,37.2711153],[127.0163016,37.2710807],[127.0167415,37.2711153],[127.0171645,37.2712179],[127.0175543,37.2713844],[127.0178961,37.2716085],[127.0181765,37.2718816],[127.0183849,37.2721931],[127.0185132,37.2725312],[127.0185565,37.2728828],[127.0185132,37.2732343],[127.0183849,37.2735724],[127.0181765,37.273884],[127.0178961,37.274157]]]}"
5359607,2014109,4111710100,41117001  ,경기도 수원시 영통구1,경기도 수원시 영통구 매탄동(김밥월드매탄점 부근),4,5,0,2,1,2,127.0450078,37.26425804,"{""type"":""Polygon"",""coordinates"":[[[127.0466022,37.2655323],[127.0462605,37.2657564],[127.0458707,37.2659229],[127.0454477,37.2660255],[127.0450078,37.2660601],[127.0445679,37.2660255],[127.0441449,37.2659229],[127.0437551,37.2657564],[127.0434135,37.2655323],[127.043133,37.2652592],[127.0429247,37.2649476],[127.0427964,37.2646096],[127.0427531,37.264258],[127.0427964,37.2639064],[127.0429247,37.2635684],[127.0431331,37.2632568],[127.0434135,37.2629838],[127.0437552,37.2627597],[127.044145,37.2625931],[127.0445679,37.2624906],[127.0450078,37.262456],[127.0454477,37.2624906],[127.0458706,37.2625931],[127.0462604,37.2627597],[127.0466021,37.2629838],[127.0468825,37.2632568],[127.0470909,37.2635684],[127.0472192,37.2639064],[127.0472625,37.264258],[127.0472192,37.2646096],[127.0470909,37.2649476],[127.0468826,37.2652592],[127.0466022,37.2655323]]]}"
5409236,2014109,4111710100,41117002  ,경기도 수원시 영통구2,경기도 수원시 영통구 매탄동(한성오토바이 부근),4,4,0,1,3,0,127.0491318,37.26867262,"{""type"":""Polygon"",""coordinates"":[[[127.0507263,37.2699469],[127.0503846,37.270171],[127.0499947,37.2703375],[127.0495717,37.2704401],[127.0491318,37.2704747],[127.0486919,37.2704401],[127.0482689,37.2703375],[127.047879,37.270171],[127.0475374,37.2699469],[127.0472569,37.2696738],[127.0470486,37.2693622],[127.0469203,37.2690242],[127.0468769,37.2686726],[127.0469203,37.268321],[127.0470486,37.267983],[127.047257,37.2676714],[127.0475374,37.2673983],[127.0478791,37.2671742],[127.0482689,37.2670077],[127.0486919,37.2669052],[127.0491318,37.2668705],[127.0495717,37.2669052],[127.0499947,37.2670077],[127.0503845,37.2671742],[127.0507262,37.2673983],[127.0510066,37.2676714],[127.051215,37.267983],[127.0513433,37.268321],[127.0513867,37.2686726],[127.0513433,37.2690242],[127.051215,37.2693622],[127.0510067,37.2696738],[127.0507263,37.2699469]]]}"
204825,2014109,4115010100,41150001  ,경기도 의정부시1,경기도 의정부시 의정부동(르노삼성자동차(주)의정부지점 부근),5,5,0,3,1,1,127.048023,37.73296303,"{""type"":""Polygon"",""coordinates"":[[[127.0496273,37.7342372],[127.0492835,37.7344613],[127.0488912,37.7346278],[127.0484656,37.7347303],[127.048023,37.734765],[127.0475803,37.7347303],[127.0471547,37.7346278],[127.0467624,37.7344613],[127.0464186,37.7342372],[127.0461365,37.7339641],[127.0459268,37.7336526],[127.0457977,37.7333145],[127.0457541,37.732963],[127.0457977,37.7326115],[127.0459268,37.7322734],[127.0461365,37.7319619],[127.0464187,37.7316889],[127.0467625,37.7314648],[127.0471547,37.7312982],[127.0475803,37.7311957],[127.048023,37.7311611],[127.0484656,37.7311957],[127.0488912,37.7312982],[127.0492835,37.7314648],[127.0496273,37.7316889],[127.0499094,37.7319619],[127.0501191,37.7322734],[127.0502482,37.7326115],[127.0502918,37.732963],[127.0502482,37.7333145],[127.0501191,37.7336526],[127.0499095,37.7339641],[127.0496273,37.7342372]]]}"
204826,2014109,4117110200,41171001  ,경기도 안양시 만안구1,경기도 안양시 만안구 석수동(안양대교사거리/안양대교 부근),4,4,0,3,0,1,126.9112603,37.40931638,"{""type"":""Polygon"",""coordinates"":[[[126.9128577,37.4105906],[126.9125154,37.4108147],[126.9121248,37.4109812],[126.911701,37.4110838],[126.9112603,37.4111184],[126.9108195,37.4110838],[126.9103957,37.4109812],[126.9100052,37.4108147],[126.9096628,37.4105906],[126.9093819,37.4103175],[126.9091731,37.410006],[126.9090446,37.4096679],[126.9090012,37.4093164],[126.9090446,37.4089648],[126.9091732,37.4086267],[126.9093819,37.4083152],[126.9096629,37.4080421],[126.9100052,37.407818],[126.9103958,37.4076515],[126.9108196,37.407549],[126.9112603,37.4075143],[126.911701,37.407549],[126.9121248,37.4076515],[126.9125153,37.407818],[126.9128576,37.4080421],[126.9131386,37.4083152],[126.9133473,37.4086267],[126.9134759,37.4089648],[126.9135193,37.4093164],[126.9134759,37.4096679],[126.9133474,37.410006],[126.9131386,37.4103175],[126.9128577,37.4105906]]]}"
5356556,2014109,4117110100,41171002  ,경기도 안양시 만안구2,경기도 안양시 만안구 안양동(벽산사거리 부근),4,4,0,1,2,1,126.922413,37.39734404,"{""type"":""Polygon"",""coordinates"":[[[126.9240101,37.3986183],[126.9236679,37.3988424],[126.9232773,37.3990089],[126.9228536,37.3991115],[126.922413,37.3991461],[126.9219723,37.3991115],[126.9215486,37.3990089],[126.9211581,37.3988424],[126.9208158,37.3986183],[126.9205349,37.3983452],[126.9203262,37.3980336],[126.9201976,37.3976956],[126.9201543,37.397344],[126.9201977,37.3969925],[126.9203262,37.3966544],[126.9205349,37.3963429],[126.9208158,37.3960698],[126.9211581,37.3958457],[126.9215486,37.3956792],[126.9219723,37.3955766],[126.922413,37.395542],[126.9228536,37.3955766],[126.9232773,37.3956792],[126.9236678,37.3958457],[126.9240101,37.3960698],[126.924291,37.3963429],[126.9244997,37.3966544],[126.9246283,37.3969925],[126.9246717,37.397344],[126.9246283,37.3976956],[126.9244997,37.3980336],[126.924291,37.3983452],[126.9240101,37.3986183]]]}"
204828,2014109,4117310200,41173001  ,경기도 안양시 동안구1,경기도 안양시 동안구 관양동(봉천동 3거리 부근),4,5,0,4,0,1,126.9572166,37.40303726,"{""type"":""Polygon"",""coordinates"":[[[126.9588139,37.4043115],[126.9584716,37.4045356],[126.958081,37.4047021],[126.9576573,37.4048047],[126.9572166,37.4048393],[126.9567759,37.4048047],[126.9563521,37.4047021],[126.9559616,37.4045356],[126.9556193,37.4043115],[126.9553384,37.4040384],[126.9551296,37.4037269],[126.9550011,37.4033888],[126.9549577,37.4030372],[126.9550011,37.4026857],[126.9551297,37.4023476],[126.9553384,37.4020361],[126.9556193,37.401763],[126.9559616,37.4015389],[126.9563522,37.4013724],[126.9567759,37.4012698],[126.9572166,37.4012352],[126.9576573,37.4012698],[126.958081,37.4013724],[126.9584715,37.4015389],[126.9588138,37.401763],[126.9590947,37.4020361],[126.9593035,37.4023476],[126.959432,37.4026857],[126.9594755,37.4030372],[126.9594321,37.4033888],[126.9593035,37.4037269],[126.9590948,37.4040384],[126.9588139,37.4043115]]]}"
204827,2014109,4117310100,41173002  ,경기도 안양시 동안구2,경기도 안양시 동안구 비산동(기아자동차(주)경기서부지역본부 비산지점 부근),4,6,0,3,3,0,126.9328054,37.39833531,"{""type"":""Polygon"",""coordinates"":[[[126.9344026,37.3996095],[126.9340603,37.3998336],[126.9336698,37.4000002],[126.9332461,37.4001027],[126.9328054,37.4001373],[126.9323647,37.4001027],[126.931941,37.4000002],[126.9315505,37.3998336],[126.9312082,37.3996095],[126.9309273,37.3993365],[126.9307186,37.3990249],[126.93059,37.3986868],[126.9305467,37.3983353],[126.9305901,37.3979837],[126.9307186,37.3976457],[126.9309273,37.3973341],[126.9312082,37.3970611],[126.9315505,37.396837],[126.931941,37.3966704],[126.9323647,37.3965679],[126.9328054,37.3965333],[126.933246,37.3965679],[126.9336697,37.3966704],[126.9340602,37.396837],[126.9344025,37.3970611],[126.9346834,37.3973341],[126.9348922,37.3976457],[126.9350207,37.3979837],[126.9350641,37.3983353],[126.9350207,37.3986868],[126.9348922,37.3990249],[126.9346835,37.3993365],[126.9344026,37.3996095]]]}"
5356859,2014109,4117310400,41173003  ,경기도 안양시 동안구3,경기도 안양시 동안구 호계동(NIK 학원 부근),4,4,0,1,3,0,126.9601887,37.3837766,"{""type"":""Polygon"",""coordinates"":[[[126.9617856,37.3850508],[126.9614434,37.3852749],[126.961053,37.3854415],[126.9606293,37.385544],[126.9601887,37.3855786],[126.9597482,37.385544],[126.9593245,37.3854415],[126.9589341,37.3852749],[126.9585919,37.3850508],[126.958311,37.3847777],[126.9581023,37.3844662],[126.9579738,37.3841281],[126.9579304,37.3837766],[126.9579738,37.383425],[126.9581024,37.383087],[126.9583111,37.3827754],[126.9585919,37.3825023],[126.9589341,37.3822782],[126.9593245,37.3821117],[126.9597482,37.3820092],[126.9601887,37.3819746],[126.9606293,37.3820092],[126.9610529,37.3821117],[126.9614434,37.3822782],[126.9617856,37.3825023],[126.9620664,37.3827754],[126.9622751,37.383087],[126.9624036,37.383425],[126.962447,37.3837766],[126.9624037,37.3841281],[126.9622752,37.3844662],[126.9620665,37.3847777],[126.9617856,37.3850508]]]}"
204829,2014109,4119510800,41195001  ,경기도 부천시 원미구1,경기도 부천시 원미구 중동(복지삼거리 부근),11,11,1,5,5,0,126.7767382,37.49456053,"{""type"":""Polygon"",""coordinates"":[[[126.7783374,37.4958347],[126.7779947,37.4960588],[126.7776037,37.4962254],[126.7771794,37.4963279],[126.7767382,37.4963625],[126.7762969,37.4963279],[126.7758726,37.4962254],[126.7754816,37.4960588],[126.7751389,37.4958347],[126.7748577,37.4955617],[126.7746487,37.4952501],[126.77452,37.4949121],[126.7744765,37.4945605],[126.77452,37.4942089],[126.7746487,37.4938709],[126.7748577,37.4935594],[126.775139,37.4932863],[126.7754817,37.4930622],[126.7758727,37.4928957],[126.7762969,37.4927931],[126.7767382,37.4927585],[126.7771794,37.4927931],[126.7776036,37.4928957],[126.7779946,37.4930622],[126.7783373,37.4932863],[126.7786186,37.4935594],[126.7788276,37.4938709],[126.7789563,37.4942089],[126.7789998,37.4945605],[126.7789563,37.4949121],[126.7788276,37.4952501],[126.7786187,37.4955617],[126.7783374,37.4958347]]]}"
