시군명,정류소명,정류소영문명,정류소id,정류소번호,중앙차로여부,관할관청,위치,lat,lon
수원시,2001아울렛,2001 Outlet Mall,202000048,3138,노변정류장,경기도 수원시,경기도 수원시 팔달구 지동,37.2754,127.0214167
수원시,2001아울렛,2001 Outlet Mall,202000051,3135,노변정류장,경기도 수원시,경기도 수원시 팔달구 인계동,37.2752833,127.0224167
수원시,CJ블로썸파크,,202508370,,,,,37.2862,127.0427167
수원시,GS25편의점앞,GS 25 Convenience Store,202000186,3261,노변정류장,경기도 수원시,,37.2747333,127.0063167
수원시,GS25편의점앞,GS 25 Convenience Store,202000178,3253,노변정류장,경기도 수원시,,37.2747333,127.0061333
수원시,GS아파트.천천푸르지오,"GS Apartment, Cheoncheon Prugio Apartment ",200000198,1028,노변정류장,경기도 수원시,경기도 수원시 장안구 천천동,37.2892833,126.97995
수원시,GS자이아파트,GS Xi Apartment,203000375,4361,노변정류장,경기도 수원시,경기도 수원시 영통구 망포동,37.24145,127.0528333
수원시,KBS수원센타,KBS Suwon Center,202000023,3076,노변정류장,경기도 수원시,경기도 수원시 팔달구 인계동,37.26795,127.0282833
수원시,KBS수원센터.LG화재,"KBS Suwon Center, KB Insurance",202000070,3079,노변정류장,경기도 수원시,경기도 수원시 팔달구 인계동,37.2726667,127.0291
수원시,KBS수원센터.경기도노인회관,"KBS Suwon Center, Gyeonggi-do Seniors Community Center",202000026,3078,노변정류장,경기도 수원시,경기도 수원시 팔달구 인계동,37.2682667,127.0286833
수원시,KBS수원센터정문.한화생명,"KBS Suwon Center Main Gate, Hanhwa Life Insurance",202000045,3077,노변정류장,경기도 수원시,경기도 수원시 팔달구 인계동,37.2720833,127.02845
수원시,KB손해보험인재니움,KB Insurance Ingenium ,200000178,1209,노변정류장,경기도 수원시,경기도 수원시 장안구 영화동,37.2917667,127.0179667
수원시,KT남수원지사,KT Namsuwon Branch ,201000005,2238,노변정류장,경기도 수원시,경기도 수원시 권선구 권선동,37.26225,127.02515
수원시,KT남수원지사,KT Namsuwon Branch ,201000004,2237,노변정류장,경기도 수원시,경기도 수원시 권선구 권선동,37.2611333,127.0241167
수원시,KT동수원지사,KG Dongsuwon Branch ,203000177,4058,노변정류장,경기도 수원시,경기도 수원시 영통구 매탄동,37.2732,127.0514
수원시,KT동수원지사,KT dongsuwon Branch ,203000069,4056,노변정류장,경기도 수원시,경기도 수원시 영통구 원천동,37.2735833,127.0511
수원시,KT수원지사.국민연금북수원지사,"KT Suwon Branch, NPS Suwon Branch ",200000037,1135,노변정류장,경기도 수원시,경기도 수원시 장안구 영화동,37.2927,127.01155
수원시,KT수원지사.국민연금북수원지사,"KT Suwon Branch, NPS Suwon Branch ",200000093,1224,노변정류장,경기도 수원시,경기도 수원시 장안구 영화동,37.29245,127.0113167
수원시,LG빌리지1차아파트.칠보마을6단지,"LG Village Apartment 1-cha, Chilbo Maeul 6-danji",201000179,2003,노변정류장,경기도 수원시,경기도 수원시 권선구 금곡동,37.2702333,126.9383333
수원시,LG빌리지2차아파트,LG Village Apartment 2-cha ,201000244,2002,노변정류장,경기도 수원시,경기도 수원시 권선구 금곡동,37.2730833,126.9381167
수원시,LG빌리지3차아파트,LG Village Apartment 3-cha ,201000180,2001,노변정류장,경기도 수원시,경기도 수원시 권선구 금곡동,37.27385,126.9379833
수원시,LG아파트,LG Apartment ,202000124,3199,노변정류장,경기도 수원시,,37.2891167,126.9803333
수원시,SK.한라아파트.롯데마트(마을),"SK, Halla Apartment, Lotte Mart",200000413,1386,노변정류장,경기도 수원시,,37.2951,126.9838667
수원시,SK스카이뷰,SK Skyview,200000323,1297,노변정류장,경기도 수원시,경기도 수원시 장안구 정자동,37.3051167,126.9863167
수원시,SK스카이뷰,SK Skyview,200000326,1300,노변정류장,경기도 수원시,경기도 수원시 장안구 정자동,37.3052333,126.9853833
수원시,SK스카이뷰.SK아트리움,"SK Skyview, SK Artirium ",200000130,1069,노변정류장,경기도 수원시,경기도 수원시 장안구 파장동,37.3091833,126.9887
수원시,SK스카이뷰.SK아트리움,"SK Skyview, SK Artirium ",200000127,1218,노변정류장,경기도 수원시,경기도 수원시 장안구 파장동,37.30935,126.9882667
수원시,SK스카이뷰.다솔초등학교,"SKview Apartment, Dasol Elementary School",200000324,1298,노변정류장,경기도 수원시,경기도 수원시 장안구 정자동,37.3086167,126.9857667
수원시,SK스카이뷰.다솔초등학교,"SK Skyview, Dasol Elementary School ",200000325,1299,노변정류장,경기도 수원시,경기도 수원시 장안구 정자동,37.3081667,126.9862333
수원시,STX칸아파트.현대힐스테이트204동앞,"STX Kan Apartment, Hyundai Hillstsate Apartment 204",200000328,1302,노변정류장,경기도 수원시,,37.314,126.9836833
수원시,e편한세상,E-pyeonhansesang Apartment ,203000019,4061,노변정류장,경기도 수원시,경기도 수원시 영통구 매탄동,37.2705333,127.0527667
수원시,e편한세상아파트,E-Pyeonhansesang Apartment ,203000064,4126,노변정류장,경기도 수원시,경기도 수원시 영통구 영통동,37.2463,127.0672167
수원시,가게앞.평동,"Store, Pyeong-dong",201000015,2153,노변정류장,경기도 수원시,경기도 수원시 권선구 평동,37.2606667,126.9955667
수원시,가게앞.평동,"Store, Pyeong-dong",201000059,2154,노변정류장,경기도 수원시,경기도 수원시 권선구 평동,37.2606833,126.9957667
수원시,가람마을,Garam Maeul ,203000426,4413,노변정류장,경기도 수원시,,37.2721333,127.0589333
수원시,가람마을,Garam Maeul ,203000427,4414,노변정류장,경기도 수원시,,37.2726167,127.0590167
수원시,가온마을2단지,Gaon Maeul 2-danji,201000181,2022,노변정류장,경기도 수원시,경기도 수원시 권선구 금곡동,37.27505,126.9416
수원시,가온마을3단지,Gaon Maeul 3-danji,201000243,2021,노변정류장,경기도 수원시,경기도 수원시 권선구 금곡동,37.2749,126.9418167
수원시,가온마을4단지,Gaon Maeul 4-danji,201000100,2025,노변정류장,경기도 수원시,경기도 수원시 권선구 금곡동,37.2739167,126.9473
수원시,가족여성회관.이춘택병원.수원농협,"Family & Women's Community Center, Lee C. T Hospital, Haeum Museum of Art, Suwon Nonghyup",201000270,3049,노변정류장,경기도 수원시,경기도 수원시 팔달구 교동,37.2715333,127.0142167
수원시,가족여성회관.이춘택병원.해움미술관.수원농협,"Family & Women's Community Center, Lee C. T Hospital, Haeum Museum of Art, Suwon Nonghyup",201000295,3140,노변정류장,경기도 수원시,경기도 수원시 팔달구 교동,37.2722333,127.0151
수원시,갤럭시웨딩부페,Galaxy Wedding Buffet ,200000153,1115,노변정류장,경기도 수원시,경기도 수원시 장안구 송죽동,37.30435,127.0009667
수원시,거산.대원아파트,"Geosan, Daewon Apartment ",201000549,,노변정류장,경기도 수원시,,37.2473,126.9856667
수원시,거산.대원아파트,"Geosan, Daewon Apartment ",201000548,,노변정류장,경기도 수원시,,37.2475167,126.9856
수원시,건우아파트.율전중학교,"Guwoo Apartment, Yuljeon Middle School",200000388,1361,노변정류장,경기도 수원시,,37.3025,126.967
수원시,건우아파트.율전중학교,"Guwoo Apartment, Yuljeon Middle School",200000387,1360,노변정류장,경기도 수원시,,37.3025,126.9671
수원시,경기남부보훈지청.경기도교육청,"Southern Gyeonggi District Office of Patriots and Veterans Affairs, Gyeonggi Provincial Office of Education",200000312,1285,노변정류장,경기도 수원시,경기도 수원시 장안구 영화동,37.2962,127.02195
수원시,경기남부보훈지청.경기도교육청,"Southern Gyeonggi District Office of Patriots and Veterans Affairs, Gyeonggi Provincial Office of Education",200000180,1184,노변정류장,경기도 수원시,경기도 수원시 장안구 영화동,37.2954333,127.0238833
수원시,경기남부보훈지청.경기도교육청,"Southern Gyeonggi District Office of Patriots and Veterans Affairs, Gyeonggi Provincial Office of Education",200000142,1252,노변정류장,경기도 수원시,경기도 수원시 장안구 영화동,37.29455,127.0221667
수원시,경기남부지방경찰청.봉녕사입구,"Gyeonggi Nambu Provincial Police Agency, Bongnyeongsa",203000167,4002,노변정류장,경기도 수원시,,37.2937167,127.0349667
수원시,경기남부지방경찰청.봉녕사입구,"Gyeonggi Nambu Provincial Police Agency, Bongnyeongsa",203000001,1257,노변정류장,경기도 수원시,,37.2936833,127.0343167
수원시,경기대명고등학교,Gyeonggi Daemyeong High School,201000315,2844,노변정류장,경기도 수원시,경기도 수원시 권선구 당수동,37.2937167,126.9416333
수원시,경기대입구,Kyonggi University ,200000085,1199,노변정류장,경기도 수원시,경기도 수원시 장안구 연무동,37.2996,127.0298167
수원시,경기대입구,Kyonggi University ,200000169,1202,노변정류장,경기도 수원시,경기도 수원시 장안구 연무동,37.2997833,127.0301333
수원시,경기대후문,Kyonggi University Back Gate,203000035,4184,노변정류장,경기도 수원시,경기도 수원시 영통구 이의동,37.2978333,127.0418333
수원시,경기대후문,Kyonggi University Back Gate,203000034,4008,노변정류장,경기도 수원시,경기도 수원시 영통구 이의동,37.29775,127.0419667
수원시,경기대후문.수원박물관.광교대학로,"Kyonggi University Back Gate, Suwon Museum, Gwanggyo daehak-ro",203000165,4181,노변정류장,경기도 수원시,경기도 수원시 영통구 이의동,37.2970833,127.03975
수원시,경기대후문.수원박물관.광교대학로,"Kyonggi University Back Gate, Suwon Museum, Gwanggyo daehak-ro",203000166,4178,노변정류장,경기도 수원시,경기도 수원시 영통구 이의동,37.2968333,127.0400167
수원시,경기도건설본부.경기도동물위생시험소.칠보마을7단지,"Provincial Construction Bureau, Livestock & Veterinary Research, Chilbo Maeul 7-danji ",201000178,2009,노변정류장,경기도 수원시,경기도 수원시 권선구 금곡동,37.2675167,126.9405333
수원시,경기도건설본부.경기도동물위생시험소.칠보마을7단지,"Provincial Construction Bureau, Livestock & Veterinary Research, Chilbo Maeul 7-danji ",201000337,2840,노변정류장,경기도 수원시,경기도 수원시 권선구 호매실동,37.26765,126.9415333
수원시,경기도경제과학진흥원,Gyeonggi Small & Medium Business Center,203000040,4019,노변정류장,경기도 수원시,경기도 수원시 영통구 이의동,37.2912333,127.0452167
수원시,경기도경제과학진흥원,Gyeonggi Small & Medium Business Center,203000043,4021,노변정류장,경기도 수원시,경기도 수원시 영통구 이의동,37.2908,127.0454667
수원시,경기도동물위생시험소,Institute of Livestock and Veterinary Research,201000098,2007,노변정류장,경기도 수원시,경기도 수원시 권선구 호매실동,37.2674,126.9399667
수원시,경기도립수원의료원.두견마을,"Gyeonggi Provincial Medical Center, Dugyeon Maeul ",200000266,1251,노변정류장,경기도 수원시,경기도 수원시 장안구 정자동,37.29065,126.9958
수원시,경기도립수원의료원.두견마을,"Gyeonggi Provincial Medical Center, Dugyeon Maeul ",200000113,1098,노변정류장,경기도 수원시,경기도 수원시 장안구 정자동,37.29015,126.9965
수원시,경기도문화의전당.두산위브아파트,"Gyeonggi-do Cultural Center, Doosan Weve Apartment ",203000162,4235,노변정류장,경기도 수원시,경기도 수원시 팔달구 인계동,37.26155,127.0390667
수원시,경기도문화의전당.두산위브아파트,"Gyeonggi-do Cultural Center, Doosan Weve Apartment ",202000075,3116,노변정류장,경기도 수원시,경기도 수원시 팔달구 인계동,37.2621333,127.0388833
수원시,경기도보건환경연구원.삼익아파트.광교산입구,"Gyeonggi-do Institute of Health & Environment, Samik Apartment, Gwanggysan",200000146,1091,노변정류장,경기도 수원시,경기도 수원시 장안구 파장동,37.3094667,126.9945333
수원시,경기도보건환경연구원.파장시장.광교산입구,"Gyeonggi-do Institute of Health & Environment, Pajang Market, Gwanggysan",200000145,1089,노변정류장,경기도 수원시,경기도 수원시 장안구 파장동,37.3090833,126.9944
수원시,경기도인재개발원.경기연구원.경기도평생교육진흥원.경기도가족여성연구원,"Gyeonggi-do Human Resources Development Center, Gyeonggi Research Institute, Gyeonggi Institute for Lifelong Learning, Gyeonggi Family and Women s Research Institute ",200000073,1071,노변정류장,경기도 수원시,경기도 수원시 장안구 이목동,37.3124,126.989
수원시,경기도인재개발원.경기연구원.경기도평생교육진흥원.경기도가족여성연구원,"Gyeonggi-do Human Resources Development Center, Gyeonggi Research Institute, Gyeonggi Institute for Lifelong Learning, Gyeonggi Family and Women s Research Institute ",200000075,1074,노변정류장,경기도 수원시,경기도 수원시 장안구 파장동,37.3116,126.9902833
수원시,경기도청오거리,Gyeonggi Provincial Government Ogeori,201000298,3043,노변정류장,경기도 수원시,경기도 수원시 팔달구 매산로3가,37.2684667,127.0090333
수원시,경기도청입구,,202000200,3275,,,,37.2734333,127.0094833
수원시,경기문화재단.매탄주공4.5단지,"Gyeonggi Cultural Foundation, Maetan Jugong Apartment 4 & 5-danji",202000006,3111,노변정류장,경기도 수원시,경기도 수원시 팔달구 인계동,37.2659333,127.0368833
수원시,경기소방본부,Gyeonggi Disaster and Safety HeadquartersF,203000164,4233,노변정류장,경기도 수원시,경기도 수원시 영통구 매탄동,37.2556333,127.0365333
수원시,경기소방본부,Gyeonggi Disaster and Safety Headquarters,202000002,2856,노변정류장,경기도 수원시,경기도 수원시 권선구 권선동,37.2556167,127.0361
수원시,경기일보.한일타운,"Kyeonggi Ilbo, Hanil Town",200000194,1123,노변정류장,경기도 수원시,경기도 수원시 장안구 조원동,37.3040167,127.00485
수원시,경기체육고등학교,Gyeonggi Physical Education High School ,200000380,1353,노변정류장,경기도 수원시,,37.3030167,126.97745
수원시,경남아너스빌,Keangnam Honorsville ,200000133,1104,노변정류장,경기도 수원시,경기도 수원시 장안구 송죽동,37.3024,126.9975167
수원시,경남아너스빌.동신아파트,"Keangnam Honorsville, Dongshin Apartment ",200000124,1100,노변정류장,경기도 수원시,경기도 수원시 장안구 정자동,37.3034667,126.9968
수원시,경희대정문,Kyunghee University ,203000194,47768,노변정류장,경기도 수원시,경기도 용인시 기흥구 서천동,37.2474167,127.0788
수원시,경희대정문,Kyunghee University ,203000037,4242,노변정류장,경기도 수원시,경기도 수원시 영통구 영통동,37.2477333,127.07875
수원시,경희대학교,Kyunghee University ,203000125,4241,노변정류장,경기도 수원시,경기도 수원시 영통구 영통동,37.2477833,127.0776333
수원시,경희대학교,Kyunghee University ,203000144,4239,노변정류장,경기도 수원시,경기도 수원시 영통구 영통동,37.2475167,127.0772
수원시,계명고등학교,Kyemyung High School ,200000365,1338,노변정류장,경기도 수원시,,37.3208333,126.9725833
수원시,고등동구터미널,Godeung-dong Former Terminal ,201000304,3020,노변정류장,경기도 수원시,경기도 수원시 팔달구 고등동,37.2710833,127.0010167
수원시,고등동구터미널(경유),,277103117,,,,,37.2705333,127.0006333
수원시,고등동성당앞,Godeung-dong Catholic Church ,202000184,3259,노변정류장,경기도 수원시,,37.2714833,127.0074167
수원시,고등동성당앞,Godeung-dong Catholic Church ,202000180,3255,노변정류장,경기도 수원시,,37.271,127.0075167
수원시,고등동오거리,Godeung-dong Ogeori,202000185,3260,노변정류장,경기도 수원시,,37.2731167,127.0064167
수원시,고등동오거리,Godeung-dong Ogeori,202000179,3254,노변정류장,경기도 수원시,,37.27315,127.0062
수원시,고등동주민센터,Godeung-dong Community Center,201000303,3024,노변정류장,경기도 수원시,경기도 수원시 팔달구 고등동,37.2723333,127.0018167
수원시,고등동주민센터,Godeung-dong Community Center,201000285,3026,노변정류장,경기도 수원시,경기도 수원시 팔달구 고등동,37.2737667,127.0021667
수원시,고등동주민센터(경유),,277103118,,,,,37.27265,127.0019833
수원시,고등동주민센터(경유),,277103119,,,,,37.27355,127.0021167
수원시,고색동입구.고색삼거리,"Gosaek-dong, Gosaek Samgeori",201000063,2142,노변정류장,경기도 수원시,경기도 수원시 권선구 고색동,37.254,126.9891
수원시,고색동태산아파트.도로교통관리사업소,"Gosaek-dong Taesan Apartment, Road Traffic Management Office",201000122,2108,노변정류장,경기도 수원시,경기도 수원시 권선구 고색동,37.2506167,126.9758667
수원시,고색삼거리,Gosaek Samgeori,201000065,2141,노변정류장,경기도 수원시,경기도 수원시 권선구 고색동,37.25375,126.98865
수원시,고색차고지(경유),,277103072,,,,,37.25215,126.9916167
수원시,고색차고지(경유),,277103073,,,,,37.25215,126.99165
수원시,고색초교.태산아파트,"Gosaek Elementary School, Taesan Apartment ",201000018,2122,노변정류장,경기도 수원시,,37.25065,126.9796667
수원시,고색초교.태산아파트,"Gosaek Elementary School, Taesan Apartment ",201000023,2124,노변정류장,경기도 수원시,,37.2504,126.9799
수원시,고색파출소,Gosaek Police Box ,201000567,,노변정류장,경기도 수원시,,37.2519333,126.9867333
수원시,고색파출소,Gosaek Police Box ,201000568,,노변정류장,경기도 수원시,,37.2518833,126.9866
수원시,고색파출소.종합공구단지,"Gosaek Police Box, Machinery & Tool Shopping Center",201000064,2137,노변정류장,경기도 수원시,경기도 수원시 권선구 고색동,37.2526333,126.9866833
수원시,고현초등학교,Gohyun Elementary School,201000551,,노변정류장,경기도 수원시,,37.24845,126.9877333
수원시,고현초등학교,Gohyun Elementary School ,201000550,,노변정류장,경기도 수원시,,37.2483667,126.9875833
수원시,곡반정동입구,Gokbanjeong-dong,201000013,2226,노변정류장,경기도 수원시,경기도 수원시 권선구 대황교동,37.2333333,127.0218333
수원시,곡반정동차고지,Gokbanjeong-dong Garage,201000238,2229,노변정류장,경기도 수원시,경기도 수원시 권선구 곡반정동,37.2342333,127.0226
수원시,곡반정동차고지,Gokbanjeong-dong Garage,201000143,2230,노변정류장,경기도 수원시,경기도 수원시 권선구 곡반정동,37.2343333,127.0227667
수원시,곡반정동차고지(경유),,277103056,,,,,37.2340667,127.02245
수원시,곡반중학교,Gokban Middle School ,201000268,2291,노변정류장,경기도 수원시,경기도 수원시 권선구 권선동,37.2461167,127.0341
수원시,곡반중학교.수원아이파크,"Gokban Middle School, Suwon I-Park Apartment",201000236,2262,노변정류장,경기도 수원시,경기도 수원시 권선구 곡반정동,37.2451333,127.0318167
수원시,곡반중학교.수원아이파크,"Gokban Middle School, Suwon I-Park Apartment",201000235,2261,노변정류장,경기도 수원시,경기도 수원시 권선구 권선동,37.245,127.0312333
수원시,곡반초등학교,Gokban Elementary School,201000200,2270,노변정류장,경기도 수원시,경기도 수원시 권선구 권선동,37.2460167,127.0367
수원시,곡선새마을금고.권선자이e편한세상,"Gokseon Community Credit Cooperative, Gwonseon Xi E-pyeonhansesang Apartment ",201000057,2239,노변정류장,경기도 수원시,경기도 수원시 권선구 권선동,37.2551333,127.026
수원시,곡정고.수원아이파크시티7단지아파트,,201000583,2976,,,,37.2445,127.0204167
수원시,곡정고.수원아이파크시티7단지아파트,,201000584,2977,,,,37.2443333,127.0205
수원시,공구유통타운.중앙자동차매매단지,"Industrial Tools Distribution Town, Jungang Auto Trading Center",201000336,2832,노변정류장,경기도 수원시,경기도 수원시 권선구 평동,37.2578333,126.9970667
수원시,공구유통타운.중앙자동차매매단지,"Industrial Tools Distribution Town, Jungang Auto Trading Center",201000020,2156,노변정류장,경기도 수원시,경기도 수원시 권선구 평동,37.25835,126.9970667
수원시,공군관사,Air Force Official Residence,201000011,2207,노변정류장,경기도 수원시,경기도 수원시 권선구 권선동,37.2428833,127.0177833
수원시,공군관사,Air Force Official Residence,201000041,2206,노변정류장,경기도 수원시,경기도 수원시 권선구 세류동,37.24285,127.0172667
수원시,광교(경유),,277103691,,,,,37.2931667,127.0789167
수원시,광교(경유),,277103692,,,,,37.2933833,127.07955
수원시,광교1동주민센터.광교고등학교,"Gwanggyo 1-dong Community Center, Gwanggyo High School",203000348,4328,노변정류장,경기도 수원시,,37.2894,127.0472167
수원시,광교1동주민센터.광교고등학교,"Gwanggyo 1-dong Community Center, Gwanggyo High School",203000347,4336,노변정류장,경기도 수원시,,37.2896167,127.04715
수원시,광교2동주민센터,Gwanggyo 2-dong Community Center,203000396,4390,노변정류장,경기도 수원시,경기도 수원시 영통구 하동,37.2929167,127.0703167
수원시,광교2동주민센터,Gwanggyo 2-dong Community Center,203000395,4389,노변정류장,경기도 수원시,경기도 수원시 영통구 하동,37.2930333,127.0702333
수원시,광교가람마을.애콘힐,"Gwanggyo Garam Maeul, Econ Hill",203000302,4367,노변정류장,경기도 수원시,경기도 수원시 영통구 하동,37.27275,127.0613333
수원시,광교가람마을.애콘힐,"Gwanggyo Garam Maeul, Econ Hill",203000303,4368,노변정류장,경기도 수원시,경기도 수원시 영통구 하동,37.2726167,127.0613333
수원시,광교공원.경기대입구,"Gwanggyo Park, Kyonggi University",200000006,1197,노변정류장,경기도 수원시,경기도 수원시 장안구 연무동,37.2999667,127.0294833
수원시,광교공원.경기대입구,"Gwanggyo Park, Kyonggi University",200000087,1198,노변정류장,경기도 수원시,경기도 수원시 장안구 연무동,37.2997167,127.0295
수원시,광교노인복지관,,203509680,,,,,37.2892333,127.0573167
수원시,광교노인복지관,,203509690,,,,,37.2891167,127.0575833
수원시,광교대광로제비앙,Gwanggyo Daekwang Logebien ,203000318,4310,노변정류장,경기도 수원시,경기도 수원시 영통구 이의동,37.3068833,127.0407833
수원시,광교대광로제비앙,Gwanggyo Daekwang Logebien ,203000317,4309,노변정류장,경기도 수원시,경기도 수원시 영통구 이의동,37.3067667,127.0406833
수원시,광교로삼거리(경유),,277101764,,,,,37.3055667,127.0515
수원시,광교마을40단지,Gwanggyo Maeul 40-danji ,203000394,4387,노변정류장,경기도 수원시,경기도 수원시 영통구 하동,37.2947,127.07965
수원시,광교마을40단지,Gwanggyo Maeul 40-danji,203000436,4423,노변정류장,경기도 수원시,,37.2960667,127.0835
수원시,광교마을40단지정문,Gwanggyo Maeul 4-danji Main Gate,203000437,4424,노변정류장,경기도 수원시,,37.29565,127.0811833
수원시,광교사회복지관,Gwanggyo Social Welfare Center,203000428,4415,노변정류장,경기도 수원시,,37.3003,127.0454
수원시,광교사회복지관,Gwanggyo Social Welfare Center,203000425,4412,노변정류장,경기도 수원시,,37.3004167,127.0455
수원시,광교산,Gwanggyosan ,200000017,1166,노변정류장,경기도 수원시,경기도 수원시 장안구 상광교동,37.3343,127.0171333
수원시,광교산입구.경기대학교,"Gwanggyosan, Kyonggi University",200000005,1205,노변정류장,경기도 수원시,경기도 수원시 장안구 하광교동,37.30165,127.0316833
수원시,광교산입구.경기대학교,"Gwanggyosan, Kyonggi University",200000007,1204,노변정류장,경기도 수원시,경기도 수원시 장안구 하광교동,37.3013833,127.0312333
수원시,광교센트럴타운60단지.힐스테이트레이크,"Gwanggyo Central Town 60-danji, Hillstate Lake",203000274,4280,노변정류장,경기도 수원시,,37.2890167,127.06105
수원시,광교센트럴타운60단지.힐스테이트레이크,"Gwanggyo Central Town 60-danji, Hillstate Lake",203000275,4290,노변정류장,경기도 수원시,,37.28915,127.0606333
수원시,광교센트럴타운62단지.힐스테이트레이크,"Gwanggyo Central Town 62-danji, Hillstate Lake",203000391,4379,노변정류장,경기도 수원시,,37.2891667,127.0622333
수원시,광교센트럴타운62단지.힐스테이트레이크,"Gwanggyo Central Town 62-danji, Hillstate Lake",203000390,4378,노변정류장,경기도 수원시,,37.28875,127.0632167
수원시,광교시티아이아파트,Gwanggyo City-I Apartment ,203000444,4431,노변정류장,경기도 수원시,,37.30115,127.04135
수원시,광교시티아이아파트,Gwanggyo City-I Apartment ,203000442,4429,노변정류장,경기도 수원시,,37.3012,127.0415333
수원시,광교에듀타운,Gwanggyo Edu-town,203000432,4419,노변정류장,경기도 수원시,,37.2896333,127.0456833
수원시,광교에듀타운,Gwanggyo Edu-town,203000435,4422,노변정류장,경기도 수원시,,37.2898333,127.0458
수원시,광교에듀타운입구.아주대.한국자산관리공사,"Gwanggyo Edu-town, Ajou University, Korea Asset Management Corporation (KAMCO) ",203000296,4338,노변정류장,경기도 수원시,,37.2783833,127.0498333
수원시,광교에듀타운입구.아주대.한국자산관리공사,"Gwanggyo Edu-town, Ajou University, Korea Asset Management Corporation (KAMCO) ",203000297,4339,노변정류장,경기도 수원시,,37.27835,127.0500167
수원시,광교에일린의뜰.광교호수공원,Gyanggyo Eileen-Garden ,203000353,4343,노변정류장,경기도 수원시,경기도 수원시 영통구 하동,37.2788667,127.06015
수원시,광교에일린의뜰.광교호수공원,Gyanggyo Eileen-Garden ,203000352,4342,노변정류장,경기도 수원시,경기도 수원시 영통구 하동,37.2788333,127.0599333
수원시,광교역.광교대학로,"Gwanggyo Station, Gwanggyodaehak-ro",203000260,4259,노변정류장,경기도 수원시,,37.2999667,127.044
수원시,광교역.광교대학로,"Gwanggyo Station, Gwanggyodaehak-ro",203000261,4260,노변정류장,경기도 수원시,,37.2999667,127.0437833
수원시,광교역사공원.광교카페거리,"Gwanggyo Historical Park, Gwanggyo Caf? Street",203000045,4175,노변정류장,경기도 수원시,경기도 수원시 영통구 이의동,37.2951333,127.0541667
수원시,광교역사공원.광교카페거리,"Gwanggyo Historical Park, Gwanggyo Caf? Street",203000401,4395,노변정류장,경기도 수원시,경기도 수원시 영통구 이의동,37.2957167,127.0547667
수원시,광교역사공원.광교카페거리,"Gwanggyo Historical Park, Gwanggyo Caf? Street",203000338,4232,노변정류장,경기도 수원시,경기도 수원시 영통구 이의동,37.2951,127.0529333
수원시,광교오드카운티,Gwaggyo Ode County ,203000328,4306,노변정류장,경기도 수원시,경기도 수원시 영통구 이의동,37.2930667,127.0575833
수원시,광교오드카운티,Gwaggyo Ode County ,203000327,4305,노변정류장,경기도 수원시,경기도 수원시 영통구 이의동,37.2932833,127.0572333
수원시,광교웰빙타운.열림공원,"Gwanggyo Well-being Town, Yeollim Park ",203000316,4308,노변정류장,경기도 수원시,경기도 수원시 영통구 이의동,37.3081667,127.0388833
수원시,광교웰빙타운.열림공원,"Gwanggyo Well-being Town, Yeollim Park ",203000315,4307,노변정류장,경기도 수원시,경기도 수원시 영통구 이의동,37.30815,127.0392
수원시,광교이마트,Gwanggyo Emart,203000431,4418,노변정류장,경기도 수원시,,37.2976833,127.0492667
수원시,광교이마트,Gwanggyo Emart,203000430,4417,노변정류장,경기도 수원시,,37.2979833,127.0493333
수원시,광교중앙.아주대역환승센터,"Gwanggyo Jungang Station, Ajou University Transfer Center",203000399,4396,중앙차로 정류장,경기도 수원시,,37.2885167,127.0519333
수원시,광교중앙.아주대역환승센터,"Gwanggyo Jungang Station, Ajou University Transfer Center",203000400,4397,중앙차로 정류장,경기도 수원시,,37.2883167,127.0516333
수원시,광교중앙역.광교고등학교,"Gwanggyo Jungang Station, Gwanggyo High School ",203000266,4268,노변정류장,경기도 수원시,경기도 수원시 영통구 이의동,37.2902833,127.0495667
수원시,광교중앙역.광교고등학교,"Gwanggyo Jungang Station, Gwanggyo High School ",203000267,4266,노변정류장,경기도 수원시,경기도 수원시 영통구 이의동,37.2899833,127.0494333
수원시,광교중앙역.신풍초등학교,"Gwanggyo Jungang Station, Shinpoong Elementary School",203000268,4269,노변정류장,경기도 수원시,경기도 수원시 영통구 이의동,37.2868167,127.0542
수원시,광교중앙역.신풍초등학교,"Gwanggyo Jungang Station, Shinpoong Elementary School",203000269,4271,노변정류장,경기도 수원시,경기도 수원시 영통구 이의동,37.2866833,127.0538167
수원시,광교중학교.대림e편한세상,"Gwanggyo Middle School, Daelim E-pyeonhansesang Apartment ",203000343,4322,노변정류장,경기도 수원시,경기도 수원시 영통구 이의동,37.3054333,127.0465833
수원시,광교중학교.대림e편한세상,"Gwanggyo Middle School, Daelim e-pyeonhansesang Apartment ",203000344,4323,노변정류장,경기도 수원시,경기도 수원시 영통구 이의동,37.3052833,127.0464667
수원시,광교차고지,Gwanggyo Garage,203000254,4254,노변정류장,경기도 수원시,경기도 수원시 영통구 하동,37.2877333,127.0789333
수원시,광교차고지,Gwanggyo Garage,203000253,4253,노변정류장,경기도 수원시,경기도 수원시 영통구 하동,37.28765,127.0789167
수원시,광교차고지(경유),,277103066,,,,,37.2877167,127.0791667
수원시,광교차고지.연화장입구,"Gwanggyo Garage, Suwon City Facilities Management Corporation",203000307,4281,노변정류장,경기도 수원시,경기도 수원시 영통구 하동,37.2873833,127.0784167
